,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1217,Kyle Abbott,3.0,48,1,18.0,RCB,M. Chinnaswamy Stadium,18 May 2016
1218,Ishant Sharma,4.0,47,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,22 April 2016
1219,Shane Watson,4.0,46,0,0.0,KKR,Eden Gardens,16 May 2016
1220,Mitchell McClenaghan,4.0,46,1,24.0,RCB,Wankhede Stadium,20 April 2016
1221,Harshal Patel,4.0,46,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
1222,Dwayne Bravo,3.0,46,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2016
1223,Axar Patel,3.0,46,1,18.0,RCB,M. Chinnaswamy Stadium,18 May 2016
1224,Sunil Narine,4.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,02 May 2016
1225,Rajat Bhatia,4.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,07 May 2016
1226,Kane Richardson,4.0,45,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
1227,Praveen Kumar,4.0,45,2,12.0,RCB,M. Chinnaswamy Stadium,14 May 2016
1228,Chris Jordan,4.0,45,3,8.0,SRH,M. Chinnaswamy Stadium,29 May 2016
1229,Shadab Jakati,3.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,24 May 2016
1230,Dwayne Bravo,4.0,43,0,0.0,RCB,Saurashtra Cricket Association Stadium,24 April 2016
1231,Tim Southee,4.0,43,0,0.0,KKR,Eden Gardens,13 April 2016
1232,Axar Patel,4.0,43,1,24.0,RPS,ACA-VDCA Stadium,21 May 2016
1233,Dwayne Bravo,4.0,43,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2016
1234,Mitchell Johnson,4.0,43,1,24.0,MI,IS Bindra Stadium,25 April 2016
1235,Chris Jordan,4.0,43,1,24.0,RPS,M. Chinnaswamy Stadium,07 May 2016
1236,Adam Milne,4.0,43,1,24.0,SRH,M. Chinnaswamy Stadium,12 April 2016
1237,Yuzvendra Chahal,4.0,43,2,12.0,SRH,M. Chinnaswamy Stadium,12 April 2016
1238,Carlos Brathwaite,4.0,43,3,8.0,KKR,Arun Jaitley Stadium,30 April 2016
1239,Jasprit Bumrah,4.0,42,0,0.0,DC,Arun Jaitley Stadium,23 April 2016
1240,Shahbaz Nadeem,4.0,42,0,0.0,MI,ACA-VDCA Stadium,15 May 2016
1241,Jasprit Bumrah,4.0,42,1,24.0,GL,Green Park,21 May 2016
1242,Amit Mishra,4.0,42,1,24.0,MI,ACA-VDCA Stadium,15 May 2016
1243,Yuzvendra Chahal,4.0,42,1,24.0,GL,M. Chinnaswamy Stadium,24 May 2016
1244,Iqbal Abdulla,4.0,41,0,0.0,GL,Saurashtra Cricket Association Stadium,24 April 2016
1245,Moises Henriques,4.0,41,0,0.0,RCB,M. Chinnaswamy Stadium,12 April 2016
1246,Axar Patel,4.0,41,1,24.0,MI,IS Bindra Stadium,25 April 2016
1247,Thisara Perera,4.0,41,2,12.0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
1248,Sreenath Aravind,4.0,41,2,12.0,KKR,Eden Gardens,16 May 2016
1249,Dhawal Kulkarni,4.0,41,2,12.0,MI,Green Park,21 May 2016
1250,Barinder Sran,3.0,41,1,18.0,RCB,M. Chinnaswamy Stadium,29 May 2016
1251,Bipul Sharma,4.0,40,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1252,Shane Watson,4.0,40,0,0.0,MI,Wankhede Stadium,20 April 2016
1253,Shadab Jakati,4.0,40,0,0.0,RPS,Saurashtra Cricket Association Stadium,14 April 2016
1254,Moises Henriques,4.0,40,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
1255,James Faulkner,4.0,40,1,24.0,MI,Wankhede Stadium,16 April 2016
1256,Dwayne Bravo,4.0,40,1,24.0,DC,Arun Jaitley Stadium,27 April 2016
1257,Dwayne Bravo,4.0,40,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
1258,Ashok Dinda,4.0,40,2,12.0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
1259,Iqbal Abdulla,4.0,40,3,8.0,MI,Wankhede Stadium,20 April 2016
1260,Marcus Stoinis,4.0,40,3,8.0,DC,IS Bindra Stadium,07 May 2016
1261,Mohit Sharma,3.4,40,0,0.0,SRH,IS Bindra Stadium,15 May 2016
1262,Moises Henriques,3.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,29 May 2016
1263,Thisara Perera,3.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,07 May 2016
1264,Dwayne Bravo,4.0,39,0,0.0,KKR,Eden Gardens,08 May 2016
1265,Mustafizur Rahman,4.0,39,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
1266,Brad Hogg,4.0,39,0,0.0,DC,Arun Jaitley Stadium,30 April 2016
1267,Shakib Al Hasan,4.0,39,0,0.0,RCB,Eden Gardens,16 May 2016
1268,Mohit Sharma,4.0,39,0,0.0,KKR,Eden Gardens,04 May 2016
1269,James Faulkner,4.0,39,0,0.0,PBKS,IS Bindra Stadium,11 April 2016
1270,Mohit Sharma,4.0,39,1,24.0,RPS,ACA-VDCA Stadium,21 May 2016
1271,Ishant Sharma,4.0,39,1,24.0,GL,Saurashtra Cricket Association Stadium,14 April 2016
1272,Tabraiz Shamsi,4.0,39,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
1273,Trent Boult,4.0,39,1,24.0,GL,Arun Jaitley Stadium,27 May 2016
1274,Dwayne Bravo,4.0,39,1,24.0,MI,Wankhede Stadium,16 April 2016
1275,Dhawal Kulkarni,4.0,39,1,24.0,RCB,Saurashtra Cricket Association Stadium,24 April 2016
1276,Morne Morkel,3.3,39,1,21.0,GL,Green Park,19 May 2016
1277,Karn Sharma,3.0,39,0,0.0,KKR,Eden Gardens,22 May 2016
1278,Harbhajan Singh,4.0,38,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1279,Morne Morkel,4.0,38,0,0.0,GL,Eden Gardens,08 May 2016
1280,Mitchell McClenaghan,4.0,38,1,24.0,SRH,ACA-VDCA Stadium,08 May 2016
1281,Yuzvendra Chahal,4.0,38,1,24.0,KKR,Eden Gardens,16 May 2016
1282,Kyle Abbott,4.0,38,1,24.0,RPS,IS Bindra Stadium,17 April 2016
1283,Yuzvendra Chahal,4.0,38,1,24.0,RPS,M. Chinnaswamy Stadium,07 May 2016
1284,Iqbal Abdulla,4.0,38,2,12.0,GL,M. Chinnaswamy Stadium,24 May 2016
1285,Tim Southee,4.0,38,2,12.0,KKR,Wankhede Stadium,28 April 2016
1286,Mohit Sharma,4.0,38,3,8.0,MI,IS Bindra Stadium,25 April 2016
1287,Mitchell McClenaghan,3.5,38,0,0.0,GL,Green Park,21 May 2016
1288,Shane Watson,3.0,38,0,0.0,MI,M. Chinnaswamy Stadium,11 May 2016
1289,Shane Watson,3.0,38,1,18.0,KKR,M. Chinnaswamy Stadium,02 May 2016
1290,Shakib Al Hasan,3.0,38,1,18.0,GL,Eden Gardens,08 May 2016
1291,Ravindra Jadeja,4.0,37,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
1292,Brad Hogg,4.0,37,0,0.0,MI,Eden Gardens,13 April 2016
1293,Varun Aaron,4.0,37,0,0.0,MI,Wankhede Stadium,20 April 2016
1294,Ravichandran Ashwin,4.0,37,0,0.0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
1295,Amit Mishra,4.0,37,0,0.0,PBKS,IS Bindra Stadium,07 May 2016
1296,Irfan Pathan,4.0,37,0,0.0,PBKS,ACA-VDCA Stadium,21 May 2016
1297,Praveen Kumar,4.0,37,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
1298,Jayant Yadav,4.0,37,0,0.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
1299,Bhuvneshwar Kumar,4.0,37,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
1300,Kuldeep Yadav,4.0,37,1,24.0,MI,Eden Gardens,13 April 2016
1301,Mustafizur Rahman,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,29 May 2016
1302,KC Cariappa,4.0,37,1,24.0,DC,IS Bindra Stadium,07 May 2016
1303,RP Singh,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,07 May 2016
1304,Dwayne Smith,4.0,37,2,12.0,MI,Green Park,21 May 2016
1305,Varun Aaron,3.4,37,2,11.0,MI,M. Chinnaswamy Stadium,11 May 2016
1306,Parveez Rasool,3.0,37,0,0.0,RPS,M. Chinnaswamy Stadium,07 May 2016
1307,Chris Jordan,3.0,37,0,0.0,MI,M. Chinnaswamy Stadium,11 May 2016
1308,KC Cariappa,4.0,36,0,0.0,MI,ACA-VDCA Stadium,13 May 2016
1309,Sandeep Sharma,4.0,36,1,24.0,DC,IS Bindra Stadium,07 May 2016
1310,Barinder Sran,4.0,36,1,24.0,GL,Saurashtra Cricket Association Stadium,21 April 2016
1311,Tabraiz Shamsi,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
1312,Amit Mishra,4.0,36,1,24.0,KKR,Arun Jaitley Stadium,30 April 2016
1313,Barinder Sran,4.0,36,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
1314,Nathan Coulter-Nile,4.0,36,1,24.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
1315,Bhuvneshwar Kumar,4.0,36,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
1316,Harbhajan Singh,4.0,36,1,24.0,GL,Green Park,21 May 2016
1317,Ishant Sharma,4.0,36,2,12.0,MI,Wankhede Stadium,09 April 2016
1318,Murugan Ashwin,4.0,36,3,8.0,PBKS,IS Bindra Stadium,17 April 2016
1319,Albie Morkel,3.0,36,2,9.0,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
1320,Jasprit Bumrah,4.0,35,0,0.0,SRH,ACA-VDCA Stadium,08 May 2016
1321,Tim Southee,4.0,35,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
1322,Tim Southee,4.0,35,0,0.0,SRH,ACA-VDCA Stadium,08 May 2016
1323,Jason Holder,4.0,35,0,0.0,DC,Arun Jaitley Stadium,30 April 2016
1324,Thisara Perera,4.0,35,0,0.0,MI,Maharashtra Cricket Association's International Stadium,01 May 2016
1325,Sunil Narine,4.0,35,0,0.0,SRH,Arun Jaitley Stadium,25 May 2016
1326,Yuzvendra Chahal,4.0,35,1,24.0,SRH,M. Chinnaswamy Stadium,29 May 2016
1327,Rishi Dhawan,4.0,35,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
1328,Sandeep Sharma,4.0,35,1,24.0,SRH,IS Bindra Stadium,15 May 2016
1329,Mitchell Johnson,4.0,35,1,24.0,GL,IS Bindra Stadium,11 April 2016
1330,Mitchell McClenaghan,4.0,35,1,24.0,RCB,M. Chinnaswamy Stadium,11 May 2016
1331,Pradeep Sahu,4.0,35,1,24.0,GL,IS Bindra Stadium,11 April 2016
1332,Adam Zampa,4.0,35,2,12.0,RCB,M. Chinnaswamy Stadium,07 May 2016
1333,Chris Morris,4.0,35,2,12.0,GL,Arun Jaitley Stadium,27 April 2016
1334,Ben Cutting,4.0,35,2,12.0,RCB,M. Chinnaswamy Stadium,29 May 2016
1335,Morne Morkel,4.0,35,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
1336,Kuldeep Yadav,4.0,35,3,8.0,SRH,Arun Jaitley Stadium,25 May 2016
1337,Pradeep Sahu,3.0,35,0,0.0,MI,IS Bindra Stadium,25 April 2016
1338,Marcus Stoinis,3.0,35,0,0.0,RCB,IS Bindra Stadium,09 May 2016
1339,Ankit Rajpoot,3.0,35,1,18.0,GL,Green Park,19 May 2016
1340,Ashish Nehra,2.5,35,0,0.0,PBKS,IS Bindra Stadium,15 May 2016
1341,Ravichandran Ashwin,4.0,34,0,0.0,DC,Arun Jaitley Stadium,05 May 2016
1342,Jasprit Bumrah,4.0,34,0,0.0,KKR,Wankhede Stadium,28 April 2016
1343,Varun Aaron,4.0,34,0,0.0,KKR,M. Chinnaswamy Stadium,02 May 2016
1344,Suresh Raina,4.0,34,0,0.0,DC,Saurashtra Cricket Association Stadium,03 May 2016
1345,Ravindra Jadeja,4.0,34,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2016
1346,Sunil Narine,4.0,34,1,24.0,RCB,Eden Gardens,16 May 2016
1347,Mustafizur Rahman,4.0,34,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
1348,Ashok Dinda,4.0,34,1,24.0,DC,Arun Jaitley Stadium,05 May 2016
1349,Harbhajan Singh,4.0,34,1,24.0,DC,ACA-VDCA Stadium,15 May 2016
1350,Kagiso Rabada,4.0,59,0,0.0,SRH,Arun Jaitley Stadium,02 May 2017
1351,Pat Cummins,4.0,59,0,0.0,MI,Arun Jaitley Stadium,06 May 2017
1352,Lasith Malinga,4.0,58,0,0.0,PBKS,Holkar Cricket Stadium,20 April 2017
1353,Ishant Sharma,4.0,58,0,0.0,MI,Holkar Cricket Stadium,20 April 2017
1354,Ravindra Jadeja,4.0,57,0,0.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017
1355,Ashok Dinda,4.0,57,0,0.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
1356,Mohit Sharma,4.0,57,2,12.0,MI,Wankhede Stadium,11 May 2017
1357,Aniket Choudhary,4.0,55,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1358,Mitchell McClenaghan,4.0,54,1,24.0,PBKS,Wankhede Stadium,11 May 2017
1359,Umesh Yadav,4.0,53,1,24.0,DC,Arun Jaitley Stadium,17 April 2017
1360,Sreenath Aravind,4.0,53,1,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017
1361,Imran Tahir,4.0,53,1,24.0,GL,Saurashtra Cricket Association Stadium,14 April 2017
1362,Mitchell McClenaghan,4.0,51,1,24.0,KKR,Wankhede Stadium,09 April 2017
1363,Lasith Malinga,4.0,51,1,24.0,GL,Wankhede Stadium,16 April 2017
1364,Praveen Kumar,4.0,51,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1365,Mitchell McClenaghan,4.0,50,0,0.0,GL,Saurashtra Cricket Association Stadium,29 April 2017
1366,Shardul Thakur,4.0,50,0,0.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
1367,Chris Woakes,4.0,49,2,12.0,SRH,Eden Gardens,15 April 2017
1368,Imran Tahir,4.0,48,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
1369,Basil Thampi,4.0,48,1,24.0,PBKS,IS Bindra Stadium,07 May 2017
1370,Mohit Sharma,4.0,47,0,0.0,RCB,Holkar Cricket Stadium,10 April 2017
1371,Trent Boult,3.5,47,0,0.0,MI,Wankhede Stadium,09 April 2017
1372,Ashish Nehra,4.0,46,1,24.0,MI,Wankhede Stadium,12 April 2017
1373,Chris Woakes,4.0,46,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1374,Mitchell McClenaghan,4.0,46,1,24.0,RPS,Wankhede Stadium,16 May 2017
1375,Mitchell McClenaghan,4.0,46,2,12.0,PBKS,Holkar Cricket Stadium,20 April 2017
1376,Lasith Malinga,4.0,45,0,0.0,PBKS,Wankhede Stadium,11 May 2017
1377,Jasprit Bumrah,4.0,45,0,0.0,GL,Wankhede Stadium,16 April 2017
1378,Adam Zampa,4.0,45,1,24.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017
1379,Varun Aaron,4.0,45,2,12.0,DC,Arun Jaitley Stadium,15 April 2017
1380,Harbhajan Singh,3.0,45,0,0.0,PBKS,Wankhede Stadium,11 May 2017
1381,Siddarth Kaul,3.0,45,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
1382,Lockie Ferguson,4.0,44,0,0.0,GL,Saurashtra Cricket Association Stadium,14 April 2017
1383,Basil Thampi,4.0,44,0,0.0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017
1384,Basil Thampi,4.0,44,1,24.0,KKR,Eden Gardens,21 April 2017
1385,Shane Watson,4.0,44,1,24.0,RPS,M. Chinnaswamy Stadium,16 April 2017
1386,Kuldeep Yadav,4.0,43,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1387,Varun Aaron,4.0,43,0,0.0,GL,IS Bindra Stadium,07 May 2017
1388,James Faulkner,4.0,43,0,0.0,PBKS,IS Bindra Stadium,07 May 2017
1389,Adam Milne,4.0,43,1,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017
1390,Pradeep Sangwan,4.0,43,1,24.0,DC,Arun Jaitley Stadium,04 May 2017
1391,Shane Watson,4.0,43,1,24.0,PBKS,M. Chinnaswamy Stadium,05 May 2017
1392,Harshal Patel,4.0,43,3,8.0,DC,Arun Jaitley Stadium,14 May 2017
1393,Basil Thampi,3.4,43,1,22.0,DC,Green Park,10 May 2017
1394,Mohammed Siraj,4.0,42,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
1395,Sunil Narine,4.0,42,0,0.0,GL,Eden Gardens,21 April 2017
1396,KC Cariappa,4.0,42,0,0.0,SRH,IS Bindra Stadium,28 April 2017
1397,Shubham Agarwal,4.0,42,1,24.0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017
1398,Mitchell McClenaghan,4.0,42,1,24.0,SRH,Wankhede Stadium,12 April 2017
1399,Sandeep Sharma,4.0,42,1,24.0,MI,Wankhede Stadium,11 May 2017
1400,Rashid Khan,4.0,42,2,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1401,Ashish Nehra,4.0,42,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1402,Ashish Nehra,4.0,42,3,8.0,PBKS,IS Bindra Stadium,28 April 2017
1403,Dhawal Kulkarni,2.5,42,0,0.0,KKR,Saurashtra Cricket Association Stadium,07 April 2017
1404,Billy Stanlake,4.0,41,0,0.0,PBKS,Holkar Cricket Stadium,10 April 2017
1405,Ben Stokes,4.0,41,0,0.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017
1406,Ishant Sharma,4.0,41,0,0.0,SRH,IS Bindra Stadium,28 April 2017
1407,Sandeep Sharma,4.0,41,1,24.0,DC,Arun Jaitley Stadium,15 April 2017
1408,Jaydev Unadkat,4.0,41,1,24.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
1409,Ben Cutting,4.0,41,1,24.0,KKR,Eden Gardens,15 April 2017
1410,Mohammed Siraj,4.0,41,2,12.0,DC,Arun Jaitley Stadium,02 May 2017
1411,Nathan Coulter-Nile,3.2,41,2,10.0,GL,Eden Gardens,21 April 2017
1412,Shane Watson,3.0,41,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1413,Angelo Mathews,3.0,41,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1414,Nathan Coulter-Nile,3.0,41,0,0.0,RPS,Eden Gardens,03 May 2017
1415,Umesh Yadav,4.0,40,0,0.0,MI,Eden Gardens,13 May 2017
1416,Basil Thampi,4.0,40,1,24.0,DC,Arun Jaitley Stadium,04 May 2017
1417,Trent Boult,4.0,40,1,24.0,GL,Saurashtra Cricket Association Stadium,07 April 2017
1418,Ravindra Jadeja,4.0,40,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1419,Sandeep Sharma,4.0,40,2,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017
1420,Jaydev Unadkat,4.0,40,2,12.0,MI,Wankhede Stadium,24 April 2017
1421,Mohammad Shami,3.0,40,0,0.0,GL,Arun Jaitley Stadium,04 May 2017
1422,Samuel Badree,3.0,40,0,0.0,KKR,M. Chinnaswamy Stadium,07 May 2017
1423,Matt Henry,2.0,40,0,0.0,MI,Wankhede Stadium,11 May 2017
1424,Jasprit Bumrah,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017
1425,Bhuvneshwar Kumar,4.0,39,0,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1426,Chris Woakes,4.0,39,1,24.0,RCB,M. Chinnaswamy Stadium,07 May 2017
1427,Bipul Sharma,4.0,39,1,24.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
1428,Yuzvendra Chahal,4.0,39,1,24.0,KKR,M. Chinnaswamy Stadium,07 May 2017
1429,Jasprit Bumrah,4.0,39,1,24.0,KKR,Wankhede Stadium,09 April 2017
1430,Bhuvneshwar Kumar,4.0,39,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
1431,Karn Sharma,4.0,39,2,12.0,RPS,Wankhede Stadium,24 April 2017
1432,Tim Southee,4.0,39,2,12.0,KKR,Eden Gardens,13 May 2017
1433,Pat Cummins,4.0,39,2,12.0,KKR,Arun Jaitley Stadium,17 April 2017
1434,Mohammed Siraj,4.0,39,2,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1435,James Faulkner,4.0,39,2,12.0,DC,Green Park,10 May 2017
1436,Sandeep Sharma,3.0,39,0,0.0,MI,Holkar Cricket Stadium,20 April 2017
1437,Moises Henriques,3.0,39,0,0.0,PBKS,IS Bindra Stadium,28 April 2017
1438,Chris Morris,3.0,39,0,0.0,KKR,Eden Gardens,28 April 2017
1439,Corey Anderson,4.0,38,0,0.0,RCB,Arun Jaitley Stadium,14 May 2017
1440,Zaheer Khan,4.0,38,0,0.0,PBKS,Arun Jaitley Stadium,15 April 2017
1441,Carlos Brathwaite,4.0,38,1,24.0,GL,Green Park,10 May 2017
1442,Rashid Khan,4.0,38,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1443,KC Cariappa,4.0,38,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1444,Umesh Yadav,4.0,38,1,24.0,DC,Eden Gardens,28 April 2017
1445,Siddarth Kaul,4.0,38,1,24.0,DC,Arun Jaitley Stadium,02 May 2017
1446,Pat Cummins,4.0,38,1,24.0,GL,Green Park,10 May 2017
1447,James Faulkner,4.0,38,1,24.0,KKR,Eden Gardens,21 April 2017
1448,Pradeep Sangwan,4.0,38,2,12.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
1449,Chris Woakes,3.0,38,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
1450,Colin de Grandhomme,4.0,37,0,0.0,PBKS,IS Bindra Stadium,09 May 2017
1451,Zaheer Khan,4.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1452,Pradeep Sangwan,4.0,37,0,0.0,SRH,Green Park,13 May 2017
1453,Sunil Narine,4.0,37,0,0.0,MI,Eden Gardens,13 May 2017
1454,Pat Cummins,4.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1455,Mohit Sharma,4.0,37,1,24.0,DC,Arun Jaitley Stadium,15 April 2017
1456,Amit Mishra,4.0,37,1,24.0,MI,Arun Jaitley Stadium,06 May 2017
1457,Dhawal Kulkarni,4.0,37,1,24.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017
1458,Mohammad Shami,4.0,37,2,12.0,RPS,Arun Jaitley Stadium,12 May 2017
1459,Shardul Thakur,4.0,37,3,8.0,MI,Wankhede Stadium,16 May 2017
1460,Ankit Rajpoot,4.0,37,3,8.0,MI,Wankhede Stadium,09 April 2017
1461,Sunil Narine,3.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1462,Zaheer Khan,4.0,36,0,0.0,MI,Wankhede Stadium,22 April 2017
1463,Ben Stokes,4.0,36,0,0.0,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
1464,Chris Morris,4.0,36,0,0.0,SRH,Arun Jaitley Stadium,02 May 2017
1465,Mitchell McClenaghan,4.0,36,0,0.0,RPS,Wankhede Stadium,24 April 2017
1466,Trent Boult,4.0,36,0,0.0,PBKS,Eden Gardens,13 April 2017
1467,Ben Stokes,4.0,36,1,24.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
1468,Yuzvendra Chahal,4.0,36,1,24.0,MI,Wankhede Stadium,01 May 2017
1469,Hardik Pandya,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017
1470,Axar Patel,4.0,36,1,24.0,KKR,Eden Gardens,13 April 2017
1471,Imran Tahir,4.0,36,1,24.0,KKR,Eden Gardens,03 May 2017
1472,Mitchell McClenaghan,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017
1473,Piyush Chawla,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
1474,Mohammad Shami,4.0,36,1,24.0,GL,Green Park,10 May 2017
1475,Lasith Malinga,4.0,36,2,12.0,KKR,Wankhede Stadium,09 April 2017
1476,Axar Patel,4.0,36,2,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017
1477,Rashid Khan,4.0,36,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1478,Mohammad Shami,4.0,36,2,12.0,SRH,Arun Jaitley Stadium,02 May 2017
1479,Siddarth Kaul,4.0,36,3,8.0,PBKS,IS Bindra Stadium,28 April 2017
1480,Umesh Yadav,4.0,36,3,8.0,RCB,M. Chinnaswamy Stadium,07 May 2017
1481,Tymal Mills,3.5,36,0,0.0,MI,M. Chinnaswamy Stadium,14 April 2017
1482,Amit Mishra,3.0,36,0,0.0,KKR,Eden Gardens,28 April 2017
1483,Ashok Dinda,3.0,36,0,0.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017
1484,Sreenath Aravind,3.0,36,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1485,Corey Anderson,3.0,36,1,18.0,GL,Arun Jaitley Stadium,04 May 2017
1486,Piyush Chawla,3.0,36,1,18.0,PBKS,Eden Gardens,13 April 2017
1487,Iqbal Abdulla,3.0,36,2,9.0,DC,M. Chinnaswamy Stadium,08 April 2017
1488,Moises Henriques,2.1,36,0,0.0,DC,Arun Jaitley Stadium,02 May 2017
1489,Mohit Sharma,4.0,35,0,0.0,GL,IS Bindra Stadium,07 May 2017
1490,Adam Milne,4.0,35,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
1491,Kuldeep Yadav,4.0,35,1,24.0,MI,Wankhede Stadium,09 April 2017
1492,Munaf Patel,4.0,35,1,24.0,MI,Wankhede Stadium,16 April 2017
1493,Ashish Nehra,4.0,35,1,24.0,KKR,Eden Gardens,15 April 2017
1494,Kuldeep Yadav,4.0,35,1,24.0,RPS,Eden Gardens,03 May 2017
1495,Sandeep Sharma,4.0,35,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1496,Basil Thampi,4.0,35,2,12.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
1497,Andrew Tye,4.0,35,2,12.0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017
1498,Shardul Thakur,4.0,35,3,8.0,RCB,M. Chinnaswamy Stadium,16 April 2017
1499,Ben Cutting,3.4,35,0,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1500,Basil Thampi,4.0,70,0,0.0,RCB,M. Chinnaswamy Stadium,17 May 2018
1501,Umesh Yadav,4.0,59,0,0.0,RR,M. Chinnaswamy Stadium,15 April 2018
