,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
0,RP Singh,4.0,59,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
1,Palani Amarnath,4.0,57,1,24.0,MI,Chidambaram,23 April 2008
2,Vikram Singh,4.0,56,0,0.0,MI,Wankhede Stadium,21 May 2008
3,Munaf Patel,4.0,55,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
4,Munaf Patel,4.0,55,1,24.0,CSK,Chidambaram,24 May 2008
5,Jacob Oram,4.0,53,0,0.0,MI,Chidambaram,23 April 2008
6,James Hopes,4.0,53,1,24.0,CSK,IS Bindra Stadium,19 April 2008
7,Mohammad Asif,4.0,51,0,0.0,DEC,Arun Jaitley Stadium,15 May 2008
8,Pradeep Sangwan,3.0,51,0,0.0,RCB,M. Chinnaswamy Stadium,19 May 2008
9,RP Singh,4.0,50,0,0.0,DC,Arun Jaitley Stadium,15 May 2008
10,Brett Geeves,4.0,50,1,24.0,MI,Arun Jaitley Stadium,24 May 2008
11,Yo Mahesh,4.0,50,2,12.0,RR,Wankhede Stadium,30 May 2008
12,Ishant Sharma,4.0,49,0,0.0,PBKS,Eden Gardens,25 May 2008
13,Siddharth Trivedi,4.0,48,0,0.0,PBKS,IS Bindra Stadium,28 May 2008
14,Jacques Kallis,4.0,48,1,24.0,KKR,M. Chinnaswamy Stadium,18 April 2008
15,Pankaj Singh,3.0,48,0,0.0,PBKS,IS Bindra Stadium,28 May 2008
16,Anil Kumble,4.0,47,0,0.0,DEC,M. Chinnaswamy Stadium,03 May 2008
17,Shane Warne,4.0,47,0,0.0,DC,Sawai Mansingh Stadium,11 May 2008
18,Rajat Bhatia,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,19 May 2008
19,Joginder Sharma,4.0,47,1,24.0,PBKS,IS Bindra Stadium,19 April 2008
20,Pragyan Ojha,4.0,47,1,24.0,RR,Sawai Mansingh Stadium,09 May 2008
21,Shane Warne,4.0,47,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
22,Irfan Pathan,4.0,47,2,12.0,CSK,IS Bindra Stadium,19 April 2008
23,Zaheer Khan,4.0,46,0,0.0,RR,Sawai Mansingh Stadium,17 May 2008
24,Ajit Agarkar,4.0,46,1,24.0,RR,Sawai Mansingh Stadium,01 May 2008
25,Mohammad Asif,4.0,46,1,24.0,MI,DY Patil Stadium,04 May 2008
26,Andrew Symonds,2.5,46,0,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
27,Anil Kumble,4.0,45,0,0.0,MI,M. Chinnaswamy Stadium,28 May 2008
28,Ashish Nehra,4.0,45,1,24.0,RCB,Wankhede Stadium,20 April 2008
29,Lakshmipathy Balaji,3.0,45,0,0.0,RR,Chidambaram,24 May 2008
30,Joginder Sharma,3.0,45,0,0.0,DEC,Chidambaram,06 May 2008
31,RP Singh,4.0,44,1,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
32,Albie Morkel,3.0,44,0,0.0,MI,Wankhede Stadium,14 May 2008
33,Shanthakumaran Sreesanth,3.0,44,1,18.0,RR,IS Bindra Stadium,28 May 2008
34,Makhaya Ntini,4.0,43,0,0.0,RR,Chidambaram,24 May 2008
35,Vikrant Yeligati,4.0,43,0,0.0,PBKS,Wankhede Stadium,21 May 2008
36,Gajendra Singh,4.0,43,1,24.0,PBKS,IS Bindra Stadium,03 May 2008
37,Umar Gul,4.0,43,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
38,Jacques Kallis,3.0,43,0,0.0,MI,Wankhede Stadium,20 April 2008
39,Lakshmipathy Balaji,4.0,42,0,0.0,RR,DY Patil Stadium,01 June 2008
40,Mohammad Asif,4.0,42,0,0.0,RCB,Arun Jaitley Stadium,30 April 2008
41,Chaminda Vaas,4.0,42,1,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
42,Manpreet Gony,4.0,42,1,24.0,PBKS,IS Bindra Stadium,19 April 2008
43,Palani Amarnath,4.0,42,1,24.0,PBKS,IS Bindra Stadium,19 April 2008
44,Zaheer Khan,4.0,42,1,24.0,DC,Arun Jaitley Stadium,30 April 2008
45,Glenn McGrath,4.0,42,2,12.0,DEC,Arun Jaitley Stadium,15 May 2008
46,Praveen Kumar,3.0,42,1,18.0,RR,M. Chinnaswamy Stadium,26 April 2008
47,Muttiah Muralitharan,4.0,41,0,0.0,KKR,Eden Gardens,18 May 2008
48,Brett Geeves,4.0,41,0,0.0,RR,Arun Jaitley Stadium,19 April 2008
49,Ishant Sharma,4.0,41,0,0.0,PBKS,IS Bindra Stadium,03 May 2008
50,Vinay Kumar,4.0,41,0,0.0,MI,Wankhede Stadium,20 April 2008
51,Dilhara Fernando,4.0,41,1,24.0,KKR,Eden Gardens,29 April 2008
52,RP Singh,4.0,41,3,8.0,RCB,M. Chinnaswamy Stadium,03 May 2008
53,Dale Steyn,4.0,40,0,0.0,CSK,M. Chinnaswamy Stadium,28 April 2008
54,Albie Morkel,4.0,40,0,0.0,DC,Chidambaram,02 May 2008
55,Pradeep Sangwan,4.0,40,0,0.0,CSK,Chidambaram,02 May 2008
56,Vikram Singh,4.0,40,1,24.0,MI,IS Bindra Stadium,25 April 2008
57,Sohail Tanvir,4.0,40,1,24.0,CSK,DY Patil Stadium,01 June 2008
58,Shaun Pollock,4.0,40,1,24.0,PBKS,IS Bindra Stadium,25 April 2008
59,Ashley Noffke,4.0,40,1,24.0,KKR,M. Chinnaswamy Stadium,18 April 2008
60,Vikram Singh,4.0,40,1,24.0,DEC,IS Bindra Stadium,23 May 2008
61,Shane Watson,4.0,40,1,24.0,PBKS,IS Bindra Stadium,28 May 2008
62,Yo Mahesh,4.0,40,2,12.0,CSK,Arun Jaitley Stadium,08 May 2008
63,Manpreet Gony,4.0,40,2,12.0,KKR,Chidambaram,26 April 2008
64,Siddharth Chitnis,4.0,40,2,12.0,PBKS,Wankhede Stadium,21 May 2008
65,Muttiah Muralitharan,4.0,40,2,12.0,MI,Chidambaram,23 April 2008
66,Jacques Kallis,4.0,39,0,0.0,RR,Sawai Mansingh Stadium,17 May 2008
67,Glenn McGrath,4.0,39,0,0.0,MI,Arun Jaitley Stadium,24 May 2008
68,Sohail Tanvir,4.0,39,0,0.0,DEC,Sawai Mansingh Stadium,09 May 2008
69,Shane Watson,4.0,39,0,0.0,PBKS,Sawai Mansingh Stadium,21 April 2008
70,Manpreet Gony,4.0,39,1,24.0,DC,Chidambaram,02 May 2008
71,Sanath Jayasuriya,4.0,39,1,24.0,RCB,Wankhede Stadium,20 April 2008
72,Mohammad Asif,4.0,39,2,12.0,PBKS,IS Bindra Stadium,27 April 2008
73,MF Maharoof,4.0,39,2,12.0,DEC,Arun Jaitley Stadium,15 May 2008
74,Muttiah Muralitharan,4.0,39,2,12.0,RR,DY Patil Stadium,01 June 2008
75,Jacques Kallis,4.0,39,2,12.0,DC,Arun Jaitley Stadium,30 April 2008
76,Balachandra Akhil,3.0,39,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
77,Glenn McGrath,4.0,38,0,0.0,RR,Wankhede Stadium,30 May 2008
78,Praveen Kumar,4.0,38,0,0.0,KKR,M. Chinnaswamy Stadium,18 April 2008
79,Albie Morkel,4.0,38,1,24.0,RCB,M. Chinnaswamy Stadium,28 April 2008
80,Zaheer Khan,4.0,38,1,24.0,KKR,M. Chinnaswamy Stadium,18 April 2008
81,Manpreet Gony,4.0,38,1,24.0,PBKS,Chidambaram,10 May 2008
82,Dilhara Fernando,4.0,38,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
83,Palani Amarnath,4.0,38,2,12.0,RCB,M. Chinnaswamy Stadium,28 April 2008
84,Zaheer Khan,4.0,38,3,8.0,CSK,M. Chinnaswamy Stadium,28 April 2008
85,Shanthakumaran Sreesanth,3.1,38,1,19.0,RR,Sawai Mansingh Stadium,21 April 2008
86,Munaf Patel,4.0,37,0,0.0,PBKS,IS Bindra Stadium,28 May 2008
87,Makhaya Ntini,4.0,37,0,0.0,DEC,Chidambaram,06 May 2008
88,Irfan Pathan,4.0,37,0,0.0,MI,Wankhede Stadium,21 May 2008
89,Jacob Oram,4.0,37,0,0.0,PBKS,IS Bindra Stadium,19 April 2008
90,Gajendra Singh,4.0,37,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
91,Rohan Raje,4.0,37,1,24.0,RR,Sawai Mansingh Stadium,26 May 2008
92,Amit Mishra,4.0,37,2,12.0,RR,Wankhede Stadium,30 May 2008
93,Dhawal Kulkarni,4.0,37,2,12.0,PBKS,IS Bindra Stadium,25 April 2008
94,Dwayne Bravo,4.0,37,2,12.0,CSK,Wankhede Stadium,14 May 2008
95,Albie Morkel,4.0,37,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
96,RP Singh,3.3,37,0,0.0,PBKS,IS Bindra Stadium,23 May 2008
97,Zaheer Khan,3.0,37,0,0.0,DC,M. Chinnaswamy Stadium,19 May 2008
98,Nuwan Zoysa,3.0,37,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
99,Siddharth Trivedi,3.0,37,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
100,Shane Watson,4.0,36,0,0.0,KKR,Eden Gardens,20 May 2008
101,Anil Kumble,4.0,36,0,0.0,PBKS,IS Bindra Stadium,12 May 2008
102,David Hussey,4.0,36,0,0.0,PBKS,Eden Gardens,25 May 2008
103,Jacques Kallis,4.0,36,0,0.0,CSK,M. Chinnaswamy Stadium,28 April 2008
104,James Hopes,4.0,36,0,0.0,CSK,Chidambaram,10 May 2008
105,Dilhara Fernando,4.0,36,1,24.0,PBKS,Wankhede Stadium,21 May 2008
106,Manpreet Gony,4.0,36,1,24.0,DC,Arun Jaitley Stadium,08 May 2008
107,Lakshmipathy Balaji,4.0,36,1,24.0,KKR,Eden Gardens,18 May 2008
108,Chaminda Vaas,4.0,36,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
109,Sanjay Bangar,4.0,36,1,24.0,CSK,Chidambaram,06 May 2008
110,Munaf Patel,4.0,36,1,24.0,PBKS,Sawai Mansingh Stadium,21 April 2008
111,Scott Styris,4.0,36,1,24.0,PBKS,IS Bindra Stadium,23 May 2008
112,Harbhajan Singh,4.0,36,2,12.0,RCB,Wankhede Stadium,20 April 2008
113,Piyush Chawla,4.0,36,2,12.0,KKR,Eden Gardens,25 May 2008
114,MF Maharoof,4.0,36,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
115,Yo Mahesh,4.0,36,4,6.0,MI,Arun Jaitley Stadium,24 May 2008
116,RP Singh,3.5,36,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
117,Irfan Pathan,3.4,36,0,0.0,KKR,Eden Gardens,25 May 2008
118,Anil Kumble,3.2,36,0,0.0,PBKS,M. Chinnaswamy Stadium,05 May 2008
119,Dwayne Bravo,3.0,36,0,0.0,CSK,Chidambaram,23 April 2008
120,Praveen Kumar,3.0,36,1,18.0,KKR,Eden Gardens,08 May 2008
121,Chaminda Vaas,3.0,36,1,18.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
122,Piyush Chawla,3.0,36,1,18.0,CSK,Chidambaram,10 May 2008
123,Sanath Jayasuriya,4.0,35,0,0.0,DC,Arun Jaitley Stadium,24 May 2008
124,Zaheer Khan,4.0,35,0,0.0,PBKS,IS Bindra Stadium,12 May 2008
125,Daniel Vettori,4.0,35,1,24.0,RR,Arun Jaitley Stadium,19 April 2008
126,Jacques Kallis,4.0,35,1,24.0,DEC,M. Chinnaswamy Stadium,03 May 2008
127,Vikram Singh,4.0,35,1,24.0,CSK,Chidambaram,10 May 2008
128,Brett Lee,4.0,35,1,24.0,CSK,IS Bindra Stadium,19 April 2008
129,Ashish Nehra,4.0,35,1,24.0,CSK,Chidambaram,23 April 2008
130,Yo Mahesh,4.0,35,1,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
131,Brett Lee,4.0,35,1,24.0,RR,Sawai Mansingh Stadium,21 April 2008
132,Shanthakumaran Sreesanth,4.0,35,2,12.0,MI,Wankhede Stadium,21 May 2008
133,Lakshmipathy Balaji,4.0,35,2,12.0,DC,Arun Jaitley Stadium,08 May 2008
134,Albie Morkel,4.0,35,2,12.0,DC,Arun Jaitley Stadium,08 May 2008
135,Albie Morkel,4.0,35,2,12.0,RR,Chidambaram,24 May 2008
136,Shane Warne,4.0,35,2,12.0,CSK,Chidambaram,24 May 2008
137,RP Singh,4.0,35,3,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
138,Piyush Chawla,4.0,35,3,8.0,RR,IS Bindra Stadium,28 May 2008
139,James Hopes,3.0,35,0,0.0,KKR,IS Bindra Stadium,03 May 2008
140,Shanthakumaran Sreesanth,3.0,35,0,0.0,CSK,IS Bindra Stadium,19 April 2008
141,Palani Amarnath,3.0,35,0,0.0,DC,Arun Jaitley Stadium,08 May 2008
142,Palani Amarnath,3.0,35,1,18.0,PBKS,Chidambaram,10 May 2008
143,Joginder Sharma,3.0,35,1,18.0,DC,Chidambaram,02 May 2008
144,David Hussey,3.0,35,1,18.0,DEC,Eden Gardens,20 April 2008
145,Yo Mahesh,2.1,35,0,0.0,RR,Sawai Mansingh Stadium,11 May 2008
146,Andrew Symonds,2.0,35,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
147,Balachandra Akhil,4.0,34,0,0.0,CSK,M. Chinnaswamy Stadium,28 April 2008
148,Shane Warne,4.0,34,0,0.0,CSK,DY Patil Stadium,01 June 2008
149,Vikram Singh,4.0,34,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
150,Mashrafe Mortaza,4.0,58,0,0.0,DEC,New Wanderers Stadium,16 May 2009
151,Chaminda Vaas,4.0,52,2,12.0,DC,Kingsmead,13 May 2009
152,Jacques Kallis,4.0,51,1,24.0,PBKS,Kingsmead,24 April 2009
153,Andrew Flintoff,4.0,50,0,0.0,DC,Kingsmead,23 April 2009
154,RP Singh,4.0,47,1,24.0,RCB,Supersport Park,21 May 2009
155,Praveen Kumar,4.0,45,0,0.0,DEC,Supersport Park,21 May 2009
156,Ajit Agarkar,4.0,45,0,0.0,CSK,Supersport Park,18 May 2009
157,Dhawal Kulkarni,4.0,45,1,24.0,CSK,St George's Park,16 May 2009
158,Manpreet Gony,4.0,45,1,24.0,DC,Kingsmead,23 April 2009
159,Ajit Agarkar,4.0,45,1,24.0,RCB,Supersport Park,12 May 2009
160,Shanthakumaran Sreesanth,4.0,44,0,0.0,RR,Kingsmead,05 May 2009
161,Harmeet Singh Bansal,4.0,44,0,0.0,RCB,Newlands,22 April 2009
162,Andrew Flintoff,4.0,44,1,24.0,MI,Newlands,18 April 2009
163,Yusuf Abdulla,3.0,44,0,0.0,RR,Kingsmead,05 May 2009
164,Ishant Sharma,4.0,43,0,0.0,KKR,Kingsmead,05 May 2009
165,Ishant Sharma,4.0,43,0,0.0,DC,Kingsmead,05 May 2009
166,Praveen Kumar,4.0,43,0,0.0,DEC,New Wanderers Stadium,24 May 2009
167,Amit Mishra,4.0,42,0,0.0,MI,Supersport Park,21 May 2009
168,Irfan Pathan,4.0,42,0,0.0,DEC,De Beers Diamond Oval,09 May 2009
169,Abhimanyu Mithun,4.0,42,0,0.0,MI,St George's Park,10 May 2009
170,Ajit Agarkar,4.0,41,0,0.0,DEC,New Wanderers Stadium,16 May 2009
171,Albie Morkel,4.0,41,1,24.0,DC,Kingsmead,23 April 2009
172,Lakshmipathy Balaji,4.0,41,1,24.0,PBKS,Supersport Park,07 May 2009
173,Lakshmipathy Balaji,3.3,41,1,21.0,DEC,Kingsmead,27 April 2009
174,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,12 May 2009
175,Jacques Kallis,4.0,40,0,0.0,KKR,Supersport Park,12 May 2009
176,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,12 May 2009
177,Irfan Pathan,4.0,40,1,24.0,RR,Kingsmead,05 May 2009
178,Harmeet Singh Bansal,3.5,40,0,0.0,KKR,New Wanderers Stadium,16 May 2009
179,Lakshmipathy Balaji,3.0,40,0,0.0,KKR,Supersport Park,18 May 2009
180,Anil Kumble,4.0,39,0,0.0,DEC,Newlands,22 April 2009
181,Ajantha Mendis,4.0,39,0,0.0,MI,St George's Park,27 April 2009
182,Ryan Harris,4.0,39,0,0.0,CSK,Buffalo Park,04 May 2009
183,Munaf Patel,4.0,39,2,12.0,DC,OUTsurance Oval,17 May 2009
184,Amit Mishra,3.0,39,0,0.0,DEC,Kingsmead,13 May 2009
185,Albie Morkel,3.0,39,0,0.0,KKR,Supersport Park,18 May 2009
186,Ajantha Mendis,4.0,38,0,0.0,CSK,Supersport Park,18 May 2009
187,Lasith Malinga,4.0,38,1,24.0,DC,Supersport Park,21 May 2009
188,Irfan Pathan,4.0,38,1,24.0,CSK,Supersport Park,07 May 2009
189,Vinay Kumar,4.0,38,2,12.0,CSK,New Wanderers Stadium,23 May 2009
190,Shane Warne,3.0,38,2,9.0,PBKS,Kingsmead,05 May 2009
191,Shane Warne,4.0,37,0,0.0,PBKS,Newlands,26 April 2009
192,Irfan Pathan,4.0,37,0,0.0,KKR,St George's Park,03 May 2009
193,Muttiah Muralitharan,4.0,37,0,0.0,PBKS,Supersport Park,07 May 2009
194,Praveen Kumar,4.0,37,1,24.0,DEC,Newlands,22 April 2009
195,Shanthakumaran Sreesanth,4.0,37,1,24.0,CSK,Supersport Park,07 May 2009
196,Shanthakumaran Sreesanth,4.0,37,1,24.0,DEC,De Beers Diamond Oval,09 May 2009
197,Lasith Malinga,4.0,37,1,24.0,RCB,St George's Park,10 May 2009
198,Praveen Kumar,4.0,37,2,12.0,CSK,St George's Park,20 April 2009
199,Jacques Kallis,3.0,37,0,0.0,DC,St George's Park,26 April 2009
200,Praveen Kumar,4.0,36,0,0.0,PBKS,Kingsmead,24 April 2009
201,Moises Henriques,4.0,36,0,0.0,DC,Kingsmead,05 May 2009
202,RP Singh,4.0,36,1,24.0,CSK,Buffalo Park,04 May 2009
203,Shadab Jakati,4.0,36,1,24.0,KKR,Supersport Park,18 May 2009
204,Shane Warne,4.0,36,1,24.0,DEC,De Beers Diamond Oval,11 May 2009
205,Ishant Sharma,4.0,36,2,12.0,KKR,Newlands,23 April 2009
206,Ishant Sharma,4.0,36,2,12.0,RR,Newlands,23 April 2009
207,Yusuf Abdulla,4.0,36,4,6.0,RCB,Kingsmead,01 May 2009
208,Munaf Patel,3.0,36,1,18.0,KKR,Newlands,23 April 2009
209,Albie Morkel,3.0,36,1,18.0,PBKS,Supersport Park,07 May 2009
210,Dhawal Kulkarni,3.0,36,1,18.0,DC,Supersport Park,21 May 2009
211,Vikram Singh,2.0,36,0,0.0,CSK,Supersport Park,07 May 2009
212,Moises Henriques,4.0,35,1,24.0,DC,New Wanderers Stadium,10 May 2009
213,Venugopal Rao,4.0,35,1,24.0,CSK,Kingsmead,27 April 2009
214,Kamran Khan,4.0,35,1,24.0,DC,Supersport Park,28 April 2009
215,Dale Steyn,4.0,35,1,24.0,CSK,St George's Park,20 April 2009
216,Anureet Singh,4.0,35,2,12.0,RR,Newlands,23 April 2009
217,Shadab Jakati,4.0,35,2,12.0,RR,De Beers Diamond Oval,09 May 2009
218,Irfan Pathan,4.0,35,3,8.0,RCB,Kingsmead,24 April 2009
219,Praveen Kumar,3.4,35,1,22.0,CSK,Kingsmead,14 May 2009
220,Siddharth Trivedi,3.0,35,0,0.0,CSK,Supersport Park,30 April 2009
221,Kamran Khan,2.4,35,0,0.0,CSK,Supersport Park,30 April 2009
222,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009
223,Zaheer Khan,4.0,34,0,0.0,CSK,Newlands,18 April 2009
224,Ashok Dinda,4.0,34,1,24.0,PBKS,Kingsmead,21 April 2009
225,Ryan Harris,4.0,34,1,24.0,RCB,New Wanderers Stadium,24 May 2009
226,Sanath Jayasuriya,4.0,34,2,12.0,CSK,Newlands,18 April 2009
227,Dwayne Bravo,4.0,34,3,8.0,DEC,Kingsmead,25 April 2009
228,Yusuf Pathan,4.0,34,3,8.0,DEC,De Beers Diamond Oval,11 May 2009
229,Muttiah Muralitharan,4.0,33,0,0.0,RR,Supersport Park,30 April 2009
230,Venugopal Rao,4.0,33,0,0.0,MI,Kingsmead,25 April 2009
231,Yusuf Abdulla,4.0,33,1,24.0,KKR,St George's Park,03 May 2009
232,RP Singh,4.0,33,2,12.0,DC,Supersport Park,22 May 2009
233,Vinay Kumar,4.0,33,2,12.0,KKR,Supersport Park,12 May 2009
234,Amit Mishra,4.0,33,3,8.0,RR,OUTsurance Oval,17 May 2009
235,Siddharth Trivedi,3.0,33,1,18.0,DEC,De Beers Diamond Oval,11 May 2009
236,Ramesh Powar,3.0,33,1,18.0,RR,Kingsmead,05 May 2009
237,Anil Kumble,4.0,32,0,0.0,MI,St George's Park,10 May 2009
238,Zaheer Khan,4.0,32,0,0.0,DEC,Kingsmead,25 April 2009
239,Vinay Kumar,4.0,32,0,0.0,MI,New Wanderers Stadium,03 May 2009
240,Johan Botha,4.0,32,0,0.0,MI,Kingsmead,14 May 2009
241,Amit Mishra,4.0,32,1,24.0,DEC,Supersport Park,30 April 2009
242,Albie Morkel,4.0,32,1,24.0,DC,New Wanderers Stadium,02 May 2009
243,Lasith Malinga,4.0,32,1,24.0,PBKS,Supersport Park,12 May 2009
244,Lakshmipathy Balaji,4.0,32,1,24.0,RCB,Kingsmead,14 May 2009
245,Chetanya Nanda,4.0,32,1,24.0,RCB,St George's Park,10 May 2009
246,Roelof van der Merwe,4.0,32,1,24.0,DEC,Supersport Park,21 May 2009
247,Piyush Chawla,4.0,32,1,24.0,MI,Supersport Park,12 May 2009
248,Moises Henriques,4.0,32,1,24.0,PBKS,Kingsmead,21 April 2009
249,Thilan Thushara,4.0,32,1,24.0,MI,Newlands,18 April 2009
250,Manpreet Gony,4.0,32,2,12.0,MI,Newlands,18 April 2009
251,Shane Warne,4.0,32,2,12.0,DC,Supersport Park,28 April 2009
252,Irfan Pathan,4.0,32,2,12.0,CSK,Kingsmead,20 May 2009
253,Scott Styris,4.0,32,2,12.0,KKR,Newlands,19 April 2009
254,Pragyan Ojha,4.0,32,2,12.0,RCB,Supersport Park,21 May 2009
255,Dillon du Preez,4.0,32,3,8.0,MI,New Wanderers Stadium,03 May 2009
256,Scott Styris,4.0,32,3,8.0,RCB,Newlands,22 April 2009
257,Dwayne Bravo,3.0,32,0,0.0,RCB,New Wanderers Stadium,03 May 2009
258,Jaskaran Singh,3.0,32,0,0.0,RCB,Supersport Park,21 May 2009
259,RP Singh,3.0,32,1,18.0,CSK,Kingsmead,27 April 2009
260,Balachandra Akhil,3.0,32,1,18.0,KKR,Supersport Park,12 May 2009
261,Brett Lee,4.0,31,0,0.0,DEC,New Wanderers Stadium,17 May 2009
262,Praveen Kumar,4.0,31,0,0.0,RR,Supersport Park,07 May 2009
263,Ryan Harris,4.0,31,0,0.0,PBKS,New Wanderers Stadium,17 May 2009
264,Albie Morkel,4.0,31,1,24.0,MI,St George's Park,16 May 2009
265,Sanath Jayasuriya,4.0,31,1,24.0,DEC,Supersport Park,06 May 2009
266,Roelof van der Merwe,4.0,31,1,24.0,DC,New Wanderers Stadium,19 May 2009
267,Harbhajan Singh,4.0,31,1,24.0,RR,Kingsmead,14 May 2009
268,Pankaj Singh,4.0,31,2,12.0,DC,St George's Park,26 April 2009
269,Kevin Pietersen,4.0,31,2,12.0,DEC,Newlands,22 April 2009
270,Zaheer Khan,4.0,31,3,8.0,KKR,Buffalo Park,01 May 2009
271,Yusuf Abdulla,4.0,31,4,6.0,RCB,Kingsmead,24 April 2009
272,Chris Gayle,3.5,31,0,0.0,RCB,Kingsmead,29 April 2009
273,Shoaib Ahmed,3.0,31,0,0.0,CSK,Kingsmead,27 April 2009
274,Dwayne Bravo,3.0,31,2,9.0,KKR,St George's Park,27 April 2009
275,Angelo Mathews,2.2,31,0,0.0,RCB,Supersport Park,12 May 2009
276,Anil Kumble,4.0,30,0,0.0,CSK,New Wanderers Stadium,23 May 2009
277,Yusuf Pathan,4.0,30,0,0.0,PBKS,Newlands,26 April 2009
278,Andrew Symonds,4.0,30,0,0.0,RR,De Beers Diamond Oval,11 May 2009
279,Jacob Oram,4.0,30,1,24.0,MI,Newlands,18 April 2009
280,Lasith Malinga,4.0,30,1,24.0,DC,Buffalo Park,08 May 2009
281,Tyron Henderson,4.0,30,1,24.0,RCB,Newlands,18 April 2009
282,Vinay Kumar,4.0,30,1,24.0,MI,St George's Park,10 May 2009
283,Vinay Kumar,4.0,30,2,12.0,DEC,New Wanderers Stadium,24 May 2009
284,Piyush Chawla,4.0,30,2,12.0,RR,Kingsmead,05 May 2009
285,Praveen Kumar,4.0,30,3,8.0,DC,New Wanderers Stadium,19 May 2009
286,RP Singh,3.1,30,0,0.0,KKR,New Wanderers Stadium,16 May 2009
287,KP Appanna,3.0,30,1,18.0,KKR,Kingsmead,29 April 2009
288,Dwayne Bravo,3.0,30,1,18.0,RR,Kingsmead,14 May 2009
289,Vinay Kumar,3.0,30,2,9.0,CSK,Kingsmead,14 May 2009
290,Dimitri Mascarenhas,4.0,29,0,0.0,PBKS,Newlands,26 April 2009
291,Piyush Chawla,4.0,29,0,0.0,RCB,Kingsmead,01 May 2009
292,Dhawal Kulkarni,4.0,29,0,0.0,RR,Kingsmead,14 May 2009
293,Ishant Sharma,4.0,29,1,24.0,KKR,St George's Park,27 April 2009
294,Ajit Agarkar,4.0,29,1,24.0,PBKS,St George's Park,03 May 2009
295,Ishant Sharma,4.0,29,1,24.0,MI,St George's Park,27 April 2009
296,Dimitri Mascarenhas,4.0,29,1,24.0,KKR,Newlands,23 April 2009
297,Shadab Jakati,4.0,29,1,24.0,RCB,New Wanderers Stadium,23 May 2009
298,Ashok Dinda,4.0,29,1,24.0,CSK,Supersport Park,18 May 2009
299,Roelof van der Merwe,4.0,29,1,24.0,CSK,Kingsmead,14 May 2009
300,Albie Morkel,4.0,56,2,12.0,RR,Chidambaram,03 April 2010
301,Pankaj Singh,4.0,54,0,0.0,MI,M. Chinnaswamy Stadium,17 April 2010
302,Shaun Tait,4.0,53,1,24.0,DC,Arun Jaitley Stadium,31 March 2010
303,Muttiah Muralitharan,4.0,52,1,24.0,RR,Chidambaram,03 April 2010
304,Shanthakumaran Sreesanth,4.0,51,0,0.0,DEC,Barabati Stadium,19 March 2010
305,RP Singh,4.0,51,1,24.0,PBKS,HPCA Stadium,16 April 2010
306,Rajagopal Sathish,3.0,51,1,18.0,RR,Brabourne Stadium,13 March 2010
307,MF Maharoof,4.0,50,2,12.0,MI,Arun Jaitley Stadium,17 March 2010
308,Shalabh Srivastava,4.0,49,1,24.0,RR,IS Bindra Stadium,24 March 2010
309,Lakshmipathy Balaji,4.0,49,1,24.0,RCB,M. Chinnaswamy Stadium,23 March 2010
310,Sumit Narwal,3.0,49,0,0.0,CSK,Narendra Modi Stadium,28 March 2010
311,Brett Lee,4.0,48,0,0.0,RCB,IS Bindra Stadium,02 April 2010
312,Kemar Roach,4.0,48,0,0.0,KKR,Eden Gardens,01 April 2010
313,Albie Morkel,4.0,48,1,24.0,PBKS,HPCA Stadium,18 April 2010
314,Lakshmipathy Balaji,4.0,47,1,24.0,MI,Brabourne Stadium,25 March 2010
315,Muttiah Muralitharan,4.0,47,1,24.0,KKR,Chidambaram,13 April 2010
