,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
0,Brendon McCullum,158,73,216.43,10,13,RCB,M. Chinnaswamy Stadium,18 April 2008
1,Sanath Jayasuriya,114,48,237.5,9,11,CSK,Wankhede Stadium,14 May 2008
2,Adam Gilchrist,109,47,231.91,9,10,MI,DY Patil Stadium,27 April 2008
3,Michael Hussey,116,54,214.81,8,9,PBKS,IS Bindra Stadium,19 April 2008
4,Andrew Symonds,117,53,220.75,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
5,Shaun Marsh,115,69,166.66,11,7,RR,IS Bindra Stadium,28 May 2008
6,Yuvraj Singh,49,16,306.25,2,6,RR,IS Bindra Stadium,28 May 2008
7,Virender Sehwag,94,41,229.26,10,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
8,Yusuf Pathan,61,28,217.85,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
9,Rahul Dravid,75,36,208.33,6,6,RR,Sawai Mansingh Stadium,17 May 2008
10,Venugopal Rao,71,42,169.04,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
11,Sourav Ganguly,86,53,162.26,6,6,PBKS,Eden Gardens,25 May 2008
12,Virender Sehwag,51,26,196.15,2,5,PBKS,Arun Jaitley Stadium,17 May 2008
13,Shane Watson,74,40,185.0,5,5,DC,Sawai Mansingh Stadium,11 May 2008
14,Sanath Jayasuriya,70,42,166.66,7,5,DC,Arun Jaitley Stadium,24 May 2008
15,Sourav Ganguly,91,57,159.64,11,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
16,Shane Watson,76,49,155.1,5,5,PBKS,Sawai Mansingh Stadium,21 April 2008
17,MF Maharoof,39,16,243.75,2,4,RR,Sawai Mansingh Stadium,11 May 2008
18,Yusuf Pathan,45,21,214.28,3,4,DC,Wankhede Stadium,30 May 2008
19,Misbah-ul-Haq,47,25,188.0,2,4,DC,M. Chinnaswamy Stadium,19 May 2008
20,Rohit Sharma,50,27,185.18,3,4,PBKS,IS Bindra Stadium,23 May 2008
21,Wriddhiman Saha,59,32,184.37,2,4,PBKS,IS Bindra Stadium,03 May 2008
22,Rohit Sharma,66,36,183.33,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
23,Graeme Smith,91,51,178.43,9,4,CSK,Chidambaram,24 May 2008
24,Albie Morkel,71,40,177.5,6,4,RR,Chidambaram,24 May 2008
25,Virender Sehwag,71,41,173.17,7,4,CSK,Chidambaram,02 May 2008
26,Suresh Raina,55,34,161.76,4,4,PBKS,Wankhede Stadium,31 May 2008
27,David Hussey,71,46,154.34,4,4,PBKS,IS Bindra Stadium,03 May 2008
28,Shaun Marsh,58,38,152.63,3,4,CSK,Chidambaram,10 May 2008
29,Sanath Jayasuriya,54,37,145.94,4,4,RCB,M. Chinnaswamy Stadium,28 May 2008
30,Shaun Marsh,81,56,144.64,7,4,MI,Wankhede Stadium,21 May 2008
31,Yusuf Pathan,56,39,143.58,3,4,CSK,DY Patil Stadium,01 June 2008
32,MS Dhoni,60,43,139.53,2,4,PBKS,Chidambaram,10 May 2008
33,Balachandra Akhil,27,7,385.71,2,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
34,Kamran Akmal,24,8,300.0,1,3,PBKS,IS Bindra Stadium,28 May 2008
35,Yuvraj Singh,23,8,287.5,1,3,DC,Arun Jaitley Stadium,17 May 2008
36,Sanath Jayasuriya,48,17,282.35,6,3,KKR,Wankhede Stadium,16 May 2008
37,Yusuf Pathan,48,18,266.66,5,3,KKR,Eden Gardens,20 May 2008
38,Yusuf Pathan,39,15,260.0,3,3,PBKS,IS Bindra Stadium,28 May 2008
39,Suresh Raina,32,13,246.15,2,3,PBKS,IS Bindra Stadium,19 April 2008
40,Irfan Pathan,40,18,222.22,3,3,CSK,Chidambaram,10 May 2008
41,Shaun Pollock,33,15,220.0,2,3,DC,DY Patil Stadium,04 May 2008
42,Ross Taylor,44,20,220.0,6,3,RR,M. Chinnaswamy Stadium,26 April 2008
43,Umar Gul,24,11,218.18,1,3,PBKS,Eden Gardens,25 May 2008
44,MS Dhoni,65,30,216.66,9,3,RCB,M. Chinnaswamy Stadium,28 April 2008
45,David Hussey,26,12,216.66,1,3,RCB,Eden Gardens,08 May 2008
46,James Hopes,71,33,215.15,10,3,CSK,IS Bindra Stadium,19 April 2008
47,Mohammad Kaif,34,16,212.5,2,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
48,Luke Pomersbach,25,12,208.33,0,3,DC,Arun Jaitley Stadium,17 May 2008
49,Harbhajan Singh,28,14,200.0,1,3,CSK,Chidambaram,23 April 2008
50,Albie Morkel,30,15,200.0,2,3,DC,Arun Jaitley Stadium,08 May 2008
51,Virender Sehwag,40,20,200.0,3,3,MI,DY Patil Stadium,04 May 2008
52,David Hussey,57,29,196.55,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
53,Kamran Akmal,53,28,189.28,4,3,CSK,Chidambaram,24 May 2008
54,Shane Watson,52,29,179.31,4,3,DC,Wankhede Stadium,30 May 2008
55,Abhishek Nayar,34,19,178.94,1,3,DEC,DY Patil Stadium,27 April 2008
56,Dinesh Karthik,56,32,175.0,4,3,MI,Arun Jaitley Stadium,24 May 2008
57,Yuvraj Singh,57,34,167.64,6,3,RR,Sawai Mansingh Stadium,21 April 2008
58,Gautam Gambhir,79,48,164.58,7,3,DEC,Arun Jaitley Stadium,15 May 2008
59,Luke Pomersbach,79,50,158.0,10,3,MI,Wankhede Stadium,21 May 2008
60,Ross Taylor,53,34,155.88,3,3,CSK,M. Chinnaswamy Stadium,28 April 2008
61,Shikhar Dhawan,50,33,151.51,4,3,RCB,Arun Jaitley Stadium,30 April 2008
62,Venugopal Rao,57,38,150.0,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
63,Suresh Raina,53,37,143.24,3,3,MI,Chidambaram,23 April 2008
64,Matthew Hayden,70,49,142.85,6,3,KKR,Chidambaram,26 April 2008
65,James Hopes,27,19,142.1,0,3,RCB,IS Bindra Stadium,12 May 2008
66,Dwaraka Ravi Teja,37,27,137.03,2,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
67,Subramaniam Badrinath,64,47,136.17,6,3,PBKS,Chidambaram,10 May 2008
68,Rohit Sharma,57,42,135.71,5,3,RCB,M. Chinnaswamy Stadium,03 May 2008
69,Shaun Marsh,60,46,130.43,3,3,DEC,IS Bindra Stadium,23 May 2008
70,Herschelle Gibbs,44,34,129.41,3,3,PBKS,IS Bindra Stadium,23 May 2008
71,Praveen Kumar,34,30,113.33,2,3,RR,M. Chinnaswamy Stadium,26 April 2008
72,David Hussey,38,43,88.37,1,3,DEC,Eden Gardens,20 April 2008
73,Shahid Afridi,20,6,333.33,2,2,CSK,Chidambaram,06 May 2008
74,Manpreet Gony,15,6,250.0,0,2,DEC,Chidambaram,06 May 2008
75,Shane Warne,22,9,244.44,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
76,Sanjay Bangar,17,7,242.85,0,2,RCB,M. Chinnaswamy Stadium,03 May 2008
77,Sanath Jayasuriya,36,15,240.0,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
78,Shahid Afridi,33,14,235.71,3,2,DC,Arun Jaitley Stadium,15 May 2008
79,Shaun Pollock,28,12,233.33,3,2,RCB,Wankhede Stadium,20 April 2008
80,Subramaniam Badrinath,31,14,221.42,3,2,PBKS,IS Bindra Stadium,19 April 2008
81,Venugopal Rao,26,12,216.66,2,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
82,Mahela Jayawardena,36,17,211.76,3,2,DC,Arun Jaitley Stadium,17 May 2008
83,Mark Boucher,39,19,205.26,4,2,MI,Wankhede Stadium,20 April 2008
84,Brendon McCullum,24,12,200.0,2,2,CSK,Chidambaram,26 April 2008
85,Robin Uthappa,46,23,200.0,5,2,DC,Arun Jaitley Stadium,24 May 2008
86,Kumar Sangakkara,50,25,200.0,7,2,DEC,IS Bindra Stadium,23 May 2008
87,Rohit Sharma,35,18,194.44,3,2,DC,Arun Jaitley Stadium,15 May 2008
88,Ross Taylor,29,15,193.33,3,2,DC,Arun Jaitley Stadium,30 April 2008
89,Ross Taylor,23,12,191.66,1,2,MI,Wankhede Stadium,20 April 2008
90,Venugopal Rao,34,18,188.88,3,2,DC,Arun Jaitley Stadium,15 May 2008
91,Suresh Raina,45,24,187.5,6,2,RR,Chidambaram,24 May 2008
92,Yusuf Pathan,68,37,183.78,9,2,DEC,Sawai Mansingh Stadium,09 May 2008
93,Mark Boucher,31,17,182.35,2,2,DC,Arun Jaitley Stadium,30 April 2008
94,Laxmi Ratan Shukla,40,22,181.81,4,2,MI,Eden Gardens,29 April 2008
95,Rohit Sharma,76,42,180.95,10,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
96,Yuvraj Singh,23,13,176.92,1,2,CSK,IS Bindra Stadium,19 April 2008
97,Dwayne Bravo,30,17,176.47,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
98,Matthew Hayden,81,46,176.08,12,2,MI,Chidambaram,23 April 2008
99,Albie Morkel,28,16,175.0,3,2,DC,Chidambaram,02 May 2008
100,MF Maharoof,19,11,172.72,0,2,DEC,Arun Jaitley Stadium,15 May 2008
101,MS Dhoni,29,17,170.58,1,2,RR,DY Patil Stadium,01 June 2008
102,Sanath Jayasuriya,20,12,166.66,1,2,PBKS,Wankhede Stadium,21 May 2008
103,Yusuf Pathan,55,33,166.66,6,2,KKR,Sawai Mansingh Stadium,01 May 2008
104,Suresh Raina,28,17,164.7,1,2,RCB,M. Chinnaswamy Stadium,28 April 2008
105,Kumar Sangakkara,54,33,163.63,5,2,CSK,IS Bindra Stadium,19 April 2008
106,Subramaniam Badrinath,53,33,160.6,7,2,MI,Wankhede Stadium,14 May 2008
107,MS Dhoni,43,27,159.25,3,2,KKR,Chidambaram,26 April 2008
108,Abhishek Nayar,38,24,158.33,3,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
109,Graeme Smith,71,45,157.77,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
110,Debabrata Das,31,20,155.0,1,2,RR,Eden Gardens,20 May 2008
111,Ajit Agarkar,20,13,153.84,1,2,RR,Sawai Mansingh Stadium,01 May 2008
112,Graeme Smith,75,49,153.06,8,2,RCB,Sawai Mansingh Stadium,17 May 2008
113,Albie Morkel,29,19,152.63,1,2,DEC,Chidambaram,06 May 2008
114,Swapnil Asnodkar,41,27,151.85,5,2,CSK,Chidambaram,24 May 2008
115,Wasim Jaffer,50,33,151.51,5,2,CSK,M. Chinnaswamy Stadium,28 April 2008
116,Abhishek Nayar,27,18,150.0,1,2,PBKS,Wankhede Stadium,21 May 2008
117,Adam Gilchrist,54,36,150.0,7,2,CSK,Chidambaram,06 May 2008
118,Shane Watson,61,41,148.78,8,2,RCB,M. Chinnaswamy Stadium,26 April 2008
119,Shaun Marsh,74,51,145.09,9,2,RCB,IS Bindra Stadium,12 May 2008
120,Suresh Raina,43,30,143.33,1,2,RR,DY Patil Stadium,01 June 2008
121,Kumar Sangakkara,64,45,142.22,7,2,KKR,Eden Gardens,25 May 2008
122,Luke Pomersbach,34,24,141.66,3,2,RCB,IS Bindra Stadium,12 May 2008
123,David Hussey,42,30,140.0,1,2,RR,Sawai Mansingh Stadium,01 May 2008
124,Herschelle Gibbs,47,34,138.23,6,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
125,Yuvraj Singh,40,29,137.93,3,2,DC,IS Bindra Stadium,27 April 2008
126,Rohit Sharma,33,24,137.5,3,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
127,Rahul Dravid,26,19,136.84,1,2,DEC,M. Chinnaswamy Stadium,03 May 2008
128,Parthiv Patel,54,40,135.0,5,2,RR,Chidambaram,24 May 2008
129,Cameron White,31,23,134.78,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
130,Virat Kohli,38,29,131.03,1,2,DEC,M. Chinnaswamy Stadium,03 May 2008
131,Sourav Ganguly,51,39,130.76,4,2,RR,Sawai Mansingh Stadium,01 May 2008
132,Shaun Marsh,40,31,129.03,3,2,KKR,Eden Gardens,25 May 2008
133,Shikhar Dhawan,59,46,128.26,6,2,CSK,Arun Jaitley Stadium,08 May 2008
134,Michael Hussey,47,37,127.02,3,2,RCB,M. Chinnaswamy Stadium,28 April 2008
135,Ravindra Jadeja,29,23,126.08,2,2,DC,Arun Jaitley Stadium,19 April 2008
136,Suresh Raina,54,43,125.58,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
137,Dominic Thornely,30,24,125.0,2,2,DC,DY Patil Stadium,04 May 2008
138,Adam Gilchrist,46,37,124.32,4,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
139,Karan Goel,26,21,123.8,3,2,RR,Sawai Mansingh Stadium,21 April 2008
140,Albie Morkel,16,13,123.07,0,2,RR,DY Patil Stadium,01 June 2008
141,Praveen Kumar,18,15,120.0,1,2,KKR,M. Chinnaswamy Stadium,18 April 2008
142,Stephen Fleming,45,39,115.38,3,2,RCB,Chidambaram,21 May 2008
143,Robin Uthappa,22,21,104.76,0,2,DC,DY Patil Stadium,04 May 2008
144,Adam Gilchrist,23,22,104.54,1,2,KKR,Eden Gardens,20 April 2008
145,David Hussey,31,31,100.0,0,2,DC,Eden Gardens,13 May 2008
146,Herschelle Gibbs,22,22,100.0,1,2,DC,Arun Jaitley Stadium,15 May 2008
147,Debabrata Das,27,32,84.37,1,2,CSK,Eden Gardens,18 May 2008
148,Andrew Symonds,32,39,82.05,2,2,KKR,Eden Gardens,20 April 2008
149,Laxmi Ratan Shukla,14,3,466.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
150,Yusuf Pathan,62,30,206.66,3,6,DC,Supersport Park,28 April 2009
151,Matthew Hayden,89,58,153.44,8,6,PBKS,Supersport Park,07 May 2009
152,Ross Taylor,81,33,245.45,7,5,KKR,Supersport Park,12 May 2009
153,Adam Gilchrist,85,35,242.85,10,5,DC,Supersport Park,22 May 2009
154,Dwayne Smith,49,23,213.04,2,5,CSK,Buffalo Park,04 May 2009
155,Adam Gilchrist,64,33,193.93,5,5,DC,Kingsmead,13 May 2009
156,Suresh Raina,98,55,178.18,10,5,RR,Supersport Park,30 April 2009
157,Rohit Sharma,52,30,173.33,1,5,RCB,Newlands,22 April 2009
158,Adam Gilchrist,71,45,157.77,6,5,RCB,Newlands,22 April 2009
159,Ravi Bopara,84,59,142.37,4,5,RCB,Kingsmead,24 April 2009
160,Naman Ojha,68,51,133.33,5,5,PBKS,Kingsmead,05 May 2009
161,David Hussey,43,17,252.94,2,4,DEC,New Wanderers Stadium,16 May 2009
162,Simon Katich,50,25,200.0,3,4,CSK,Supersport Park,07 May 2009
163,Chris Gayle,44,26,169.23,2,4,PBKS,Kingsmead,21 April 2009
164,Andrew Symonds,60,36,166.66,2,4,PBKS,De Beers Diamond Oval,09 May 2009
165,Sanath Jayasuriya,52,32,162.5,2,4,KKR,St George's Park,27 April 2009
166,Brad Hodge,71,44,161.36,4,4,CSK,Supersport Park,18 May 2009
167,Manish Pandey,114,73,156.16,10,4,DEC,Supersport Park,21 May 2009
168,Sachin Tendulkar,68,45,151.11,6,4,KKR,St George's Park,27 April 2009
169,Yuvraj Singh,50,34,147.05,3,4,RCB,Kingsmead,01 May 2009
170,Dwayne Smith,47,32,146.87,0,4,RR,De Beers Diamond Oval,11 May 2009
171,JP Duminy,52,37,140.54,1,4,KKR,Buffalo Park,01 May 2009
172,Herschelle Gibbs,60,43,139.53,3,4,RCB,Supersport Park,21 May 2009
173,Chris Gayle,41,33,124.24,2,4,RR,Newlands,23 April 2009
174,Abhishek Nayar,35,14,250.0,2,3,CSK,Newlands,18 April 2009
175,Adam Gilchrist,44,19,231.57,5,3,CSK,Kingsmead,27 April 2009
176,Matthew Hayden,57,27,211.11,5,3,DC,Kingsmead,23 April 2009
177,Ross Taylor,25,12,208.33,1,3,DC,New Wanderers Stadium,19 May 2009
178,Irfan Pathan,21,11,190.9,0,3,DC,OUTsurance Oval,15 May 2009
179,Sunny Sohal,43,23,186.95,5,3,MI,Supersport Park,12 May 2009
180,Roelof van der Merwe,35,19,184.21,3,3,PBKS,Kingsmead,01 May 2009
181,Naman Ojha,22,12,183.33,0,3,KKR,Kingsmead,20 May 2009
182,Karan Goel,38,21,180.95,3,3,DC,Newlands,19 April 2009
183,Adam Gilchrist,35,20,175.0,3,3,MI,Kingsmead,25 April 2009
184,Brendon McCullum,81,48,168.75,11,3,CSK,Supersport Park,18 May 2009
185,Matthew Hayden,43,26,165.38,5,3,DEC,Buffalo Park,04 May 2009
186,Rohit Sharma,42,26,161.53,3,3,PBKS,New Wanderers Stadium,17 May 2009
187,Matthew Hayden,60,38,157.89,5,3,RCB,Kingsmead,14 May 2009
188,Mahela Jayawardena,43,28,153.57,1,3,DEC,De Beers Diamond Oval,09 May 2009
189,Roelof van der Merwe,32,21,152.38,1,3,DEC,New Wanderers Stadium,24 May 2009
190,Sunny Sohal,25,17,147.05,0,3,KKR,St George's Park,03 May 2009
191,Suresh Raina,52,36,144.44,3,3,KKR,Supersport Park,18 May 2009
192,JP Duminy,59,41,143.9,2,3,RCB,St George's Park,10 May 2009
193,Naman Ojha,52,38,136.84,3,3,RCB,Supersport Park,07 May 2009
194,Yuvraj Singh,48,37,129.72,3,3,RR,Kingsmead,05 May 2009
195,Brad Hodge,73,60,121.66,5,3,MI,Buffalo Park,01 May 2009
196,Brendon McCullum,35,29,120.68,1,3,DC,Kingsmead,05 May 2009
197,Dwayne Bravo,70,59,118.64,7,3,PBKS,Supersport Park,12 May 2009
198,Harbhajan Singh,20,8,250.0,1,2,DEC,Kingsmead,25 April 2009
199,Rohit Sharma,32,13,246.15,3,2,KKR,New Wanderers Stadium,16 May 2009
200,Praveen Kumar,14,6,233.33,0,2,DEC,Newlands,22 April 2009
201,Harbhajan Singh,18,8,225.0,1,2,KKR,St George's Park,27 April 2009
202,Virat Kohli,19,9,211.11,0,2,DEC,Supersport Park,21 May 2009
203,Albie Morkel,21,10,210.0,1,2,KKR,Supersport Park,18 May 2009
204,MS Dhoni,56,27,207.4,7,2,PBKS,Supersport Park,07 May 2009
205,Yusuf Pathan,42,21,200.0,6,2,KKR,Newlands,23 April 2009
206,Andrew Symonds,41,22,186.36,3,2,DC,Kingsmead,13 May 2009
207,Matthew Hayden,65,35,185.71,9,2,RCB,St George's Park,20 April 2009
208,Rahul Dravid,48,27,177.77,5,2,DEC,Newlands,22 April 2009
209,Sanath Jayasuriya,30,17,176.47,3,2,CSK,St George's Park,16 May 2009
210,Mahela Jayawardena,44,25,176.0,3,2,CSK,Supersport Park,07 May 2009
211,Dwayne Smith,48,28,171.42,5,2,DC,Supersport Park,30 April 2009
212,Yusuf Pathan,24,14,171.42,2,2,DEC,St George's Park,02 May 2009
213,Suresh Raina,32,19,168.42,1,2,DEC,Buffalo Park,04 May 2009
214,Suresh Raina,20,12,166.66,2,2,MI,St George's Park,16 May 2009
215,Abhishek Raut,21,13,161.53,1,2,KKR,Newlands,23 April 2009
216,Yuvraj Singh,58,36,161.11,5,2,CSK,Supersport Park,07 May 2009
217,David Hussey,43,27,159.25,3,2,RCB,Supersport Park,12 May 2009
218,Ross Taylor,35,22,159.09,4,2,PBKS,Kingsmead,24 April 2009
219,Dwayne Smith,35,22,159.09,2,2,MI,Kingsmead,25 April 2009
220,Tirumalasetti Suman,27,17,158.82,1,2,PBKS,De Beers Diamond Oval,09 May 2009
221,Robin Uthappa,66,42,157.14,8,2,MI,New Wanderers Stadium,03 May 2009
222,Tirumalasetti Suman,20,13,153.84,1,2,MI,Supersport Park,06 May 2009
223,Sourav Ganguly,46,30,153.33,4,2,RR,Newlands,23 April 2009
224,Pinal Shah,29,19,152.63,3,2,DEC,Supersport Park,06 May 2009
225,Suresh Raina,32,21,152.38,2,2,DC,New Wanderers Stadium,02 May 2009
226,Kevin Pietersen,37,25,148.0,2,2,DC,St George's Park,26 April 2009
227,Yuvraj Singh,16,11,145.45,0,2,DC,Newlands,19 April 2009
228,Mark Boucher,48,33,145.45,1,2,MI,St George's Park,10 May 2009
229,Ross Taylor,17,12,141.66,0,2,CSK,New Wanderers Stadium,23 May 2009
230,Jacob Oram,41,29,141.37,4,2,DEC,Kingsmead,27 April 2009
231,Virat Kohli,24,17,141.17,1,2,CSK,New Wanderers Stadium,23 May 2009
232,Adam Gilchrist,43,31,138.7,5,2,KKR,New Wanderers Stadium,16 May 2009
233,MS Dhoni,36,26,138.46,1,2,MI,Newlands,18 April 2009
234,Ravi Bopara,22,16,137.5,0,2,DC,Newlands,19 April 2009
235,Ajinkya Rahane,56,41,136.58,5,2,DC,Supersport Park,21 May 2009
236,Yuvraj Singh,38,28,135.71,3,2,KKR,Kingsmead,21 April 2009
237,Jacques Kallis,62,46,134.78,5,2,PBKS,Kingsmead,24 April 2009
238,Ajit Agarkar,39,29,134.48,3,2,DC,New Wanderers Stadium,10 May 2009
239,Sachin Tendulkar,36,27,133.33,3,2,DEC,Kingsmead,25 April 2009
240,Subramaniam Badrinath,45,34,132.35,4,2,DC,New Wanderers Stadium,02 May 2009
241,Herschelle Gibbs,58,44,131.81,6,2,MI,Kingsmead,25 April 2009
242,Suresh Raina,25,19,131.57,1,2,DEC,Kingsmead,27 April 2009
243,Brendon McCullum,84,64,131.25,10,2,RCB,Supersport Park,12 May 2009
244,Brendon McCullum,21,16,131.25,1,2,PBKS,Kingsmead,21 April 2009
245,Mark Boucher,36,28,128.57,2,2,DC,St George's Park,26 April 2009
246,Rajesh Bishnoi,18,14,128.57,1,2,PBKS,Kingsmead,01 May 2009
247,Venugopal Rao,32,25,128.0,1,2,PBKS,De Beers Diamond Oval,09 May 2009
248,Rob Quiney,51,40,127.5,5,2,MI,Kingsmead,14 May 2009
249,Dwayne Bravo,50,40,125.0,1,2,RCB,New Wanderers Stadium,03 May 2009
250,Shane Warne,21,17,123.52,0,2,DEC,St George's Park,02 May 2009
251,Herschelle Gibbs,69,56,123.21,6,2,CSK,Kingsmead,27 April 2009
252,Abhishek Nayar,33,27,122.22,1,2,CSK,St George's Park,16 May 2009
253,Rohit Sharma,38,32,118.75,2,2,RR,St George's Park,02 May 2009
254,Irfan Pathan,39,33,118.18,2,2,RR,Newlands,26 April 2009
255,JP Duminy,47,40,117.5,4,2,DEC,Kingsmead,25 April 2009
256,Jacques Kallis,69,59,116.94,5,2,MI,New Wanderers Stadium,03 May 2009
257,Dwayne Bravo,35,30,116.66,2,2,DC,Buffalo Park,08 May 2009
258,JP Duminy,62,54,114.81,4,2,CSK,St George's Park,16 May 2009
259,Sachin Tendulkar,34,30,113.33,3,2,KKR,Buffalo Park,01 May 2009
260,Rohit Sharma,36,32,112.5,3,2,KKR,Newlands,19 April 2009
261,Adam Gilchrist,39,35,111.42,5,2,RR,St George's Park,02 May 2009
262,Herschelle Gibbs,53,48,110.41,3,2,RCB,New Wanderers Stadium,24 May 2009
263,Virat Kohli,38,35,108.57,4,2,CSK,Kingsmead,14 May 2009
264,Laxmi Ratan Shukla,48,46,104.34,3,2,RR,Kingsmead,20 May 2009
265,Jacques Kallis,58,56,103.57,2,2,DC,New Wanderers Stadium,19 May 2009
266,Sourav Ganguly,44,45,97.77,1,2,DC,New Wanderers Stadium,10 May 2009
267,Amit Mishra,13,4,325.0,1,1,MI,Supersport Park,21 May 2009
268,Rob Quiney,6,2,300.0,0,1,KKR,Newlands,23 April 2009
269,Manpreet Gony,6,2,300.0,0,1,DC,Kingsmead,23 April 2009
270,Ravindra Jadeja,33,12,275.0,5,1,PBKS,Kingsmead,05 May 2009
271,Dwayne Smith,12,5,240.0,1,1,CSK,Kingsmead,27 April 2009
272,Ajit Agarkar,7,3,233.33,0,1,DEC,Newlands,19 April 2009
273,Wriddhiman Saha,7,3,233.33,0,1,DEC,New Wanderers Stadium,16 May 2009
274,Simon Katich,20,10,200.0,3,1,DC,OUTsurance Oval,15 May 2009
275,Praveen Kumar,12,6,200.0,0,1,CSK,Kingsmead,14 May 2009
276,Wriddhiman Saha,10,5,200.0,0,1,RCB,Supersport Park,12 May 2009
277,Shane Warne,6,3,200.0,0,1,DC,OUTsurance Oval,17 May 2009
278,Brendon McCullum,6,3,200.0,0,1,DC,New Wanderers Stadium,10 May 2009
279,Balachandra Akhil,8,4,200.0,0,1,DC,St George's Park,26 April 2009
280,Abhishek Nayar,35,18,194.44,4,1,RR,Kingsmead,14 May 2009
281,Mark Boucher,25,13,192.3,2,1,KKR,Kingsmead,29 April 2009
282,Wriddhiman Saha,25,13,192.3,2,1,CSK,Supersport Park,18 May 2009
283,Shane Warne,21,11,190.9,2,1,CSK,De Beers Diamond Oval,09 May 2009
284,Irfan Pathan,32,17,188.23,5,1,KKR,Kingsmead,21 April 2009
285,Praveen Kumar,13,7,185.71,0,1,PBKS,Kingsmead,24 April 2009
286,Herschelle Gibbs,13,7,185.71,1,1,RCB,Newlands,22 April 2009
287,Albie Morkel,13,7,185.71,1,1,DEC,Kingsmead,27 April 2009
288,Adam Gilchrist,23,13,176.92,4,1,PBKS,New Wanderers Stadium,17 May 2009
289,Sunny Sohal,30,17,176.47,4,1,DEC,De Beers Diamond Oval,09 May 2009
290,Yuvraj Singh,30,17,176.47,3,1,RCB,Kingsmead,24 April 2009
291,Praveen Kumar,7,4,175.0,0,1,RR,Supersport Park,07 May 2009
292,Graeme Smith,77,44,175.0,12,1,PBKS,Kingsmead,05 May 2009
293,Scott Styris,14,8,175.0,0,1,RCB,Newlands,22 April 2009
294,Yusuf Pathan,12,7,171.42,1,1,PBKS,Kingsmead,05 May 2009
295,Andrew Flintoff,22,13,169.23,2,1,RCB,St George's Park,20 April 2009
296,Abhishek Nayar,10,6,166.66,0,1,DEC,Kingsmead,25 April 2009
297,Harbhajan Singh,10,6,166.66,0,1,DC,Buffalo Park,08 May 2009
298,Herschelle Gibbs,43,26,165.38,5,1,KKR,Newlands,19 April 2009
299,Venugopal Rao,28,17,164.7,2,1,MI,Supersport Park,06 May 2009
300,Murali Vijay,127,56,226.78,8,11,RR,Chidambaram,03 April 2010
301,Yusuf Pathan,100,37,270.27,9,8,MI,Brabourne Stadium,13 March 2010
302,Yusuf Pathan,73,34,214.7,2,8,DEC,Narendra Modi Stadium,26 March 2010
303,Chris Gayle,88,42,209.52,6,8,PBKS,Eden Gardens,04 April 2010
304,Matthew Hayden,93,43,216.27,9,7,DC,Arun Jaitley Stadium,19 March 2010
305,Paul Collingwood,75,46,163.04,3,7,RCB,Arun Jaitley Stadium,04 April 2010
306,Murali Vijay,78,39,200.0,4,6,RCB,Chidambaram,31 March 2010
307,Robin Uthappa,68,38,178.94,3,6,CSK,M. Chinnaswamy Stadium,23 March 2010
308,Naman Ojha,94,55,170.9,8,6,CSK,Chidambaram,03 April 2010
309,Kieron Pollard,45,13,346.15,2,5,DC,Brabourne Stadium,13 April 2010
310,Shane Watson,60,25,240.0,5,5,CSK,Chidambaram,03 April 2010
311,Virender Sehwag,75,34,220.58,8,5,RR,Narendra Modi Stadium,15 March 2010
312,Irfan Pathan,60,29,206.89,3,5,DEC,Barabati Stadium,19 March 2010
313,Albie Morkel,62,34,182.35,3,5,RR,Chidambaram,03 April 2010
314,Andrew Symonds,54,30,180.0,3,5,DC,Arun Jaitley Stadium,18 April 2010
315,Naman Ojha,80,49,163.26,6,5,CSK,Narendra Modi Stadium,28 March 2010
