,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0
606,Lakshmipathy Balaji,4.0,18,4,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,
607,KP Appanna,4.0,19,4,6.0,RR,Sawai Mansingh Stadium,23 April 2012,
608,Morne Morkel,4.0,20,4,6.0,PBKS,HPCA Stadium,19 May 2012,
609,Ashok Dinda,4.0,18,4,6.0,MI,Wankhede Stadium,06 April 2012,
610,Parvinder Awana,4.0,34,4,6.0,RCB,IS Bindra Stadium,20 April 2012,
611,Munaf Patel,4.0,20,4,6.0,DEC,ACA-VDCA Stadium,09 April 2012,
612,Ajit Chandila,4.0,13,4,6.0,PWI,Sawai Mansingh Stadium,13 May 2012,
613,Kevon Cooper,4.0,26,4,6.0,PBKS,Sawai Mansingh Stadium,06 April 2012,
614,Kieron Pollard,4.0,44,4,6.0,RR,Wankhede Stadium,11 April 2012,
615,Ryan Harris,4.0,34,4,6.0,RR,IS Bindra Stadium,05 May 2012,
616,Siddharth Trivedi,4.0,25,4,6.0,RCB,M. Chinnaswamy Stadium,15 April 2012,
617,Pawan Negi,4.0,18,4,6.0,RR,Sawai Mansingh Stadium,01 May 2012,
618,Morne Morkel,3.0,18,3,6.0,KKR,Eden Gardens,05 April 2012,
619,Doug Bollinger,3.0,24,3,6.0,RCB,Chidambaram,12 April 2012,
620,Ravindra Jadeja,2.0,18,2,6.0,RCB,Chidambaram,12 April 2012,
621,Umesh Yadav,2.0,9,2,6.0,KKR,Eden Gardens,05 April 2012,
622,Nuwan Kulasekara,2.0,10,2,6.0,PWI,Chidambaram,19 April 2012,
623,Ravindra Jadeja,2.0,12,2,6.0,MI,Wankhede Stadium,06 May 2012,
624,Yusuf Pathan,2.0,12,2,6.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,
625,Shadab Jakati,2.0,14,2,6.0,DEC,ACA-VDCA Stadium,07 April 2012,
626,Jacques Kallis,2.0,7,2,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,
627,Doug Bollinger,2.1,20,2,6.5,DEC,ACA-VDCA Stadium,07 April 2012,
628,Harmeet Singh Bansal,3.2,24,3,6.66,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012,
629,Ravichandran Ashwin,3.5,24,3,7.66,DC,Chidambaram,25 May 2012,
630,Shakib Al Hasan,4.0,17,3,8.0,RR,Eden Gardens,13 April 2012,
631,Marlon Samuels,4.0,39,3,8.0,CSK,Chidambaram,19 April 2012,
632,Albie Morkel,4.0,29,3,8.0,PBKS,Chidambaram,28 April 2012,
633,Amit Mishra,4.0,32,3,8.0,RR,Sawai Mansingh Stadium,17 April 2012,
634,Ashish Nehra,4.0,23,3,8.0,RR,Sawai Mansingh Stadium,13 May 2012,
635,Piyush Chawla,4.0,18,3,8.0,KKR,Eden Gardens,15 April 2012,
636,Morne Morkel,4.0,23,3,8.0,DEC,Arun Jaitley Stadium,19 April 2012,
637,Robin Peterson,4.0,37,3,8.0,DC,Arun Jaitley Stadium,27 April 2012,
638,Kevon Cooper,4.0,28,3,8.0,KKR,Sawai Mansingh Stadium,08 April 2012,
639,Azhar Mahmood,4.0,20,3,8.0,RCB,M. Chinnaswamy Stadium,02 May 2012,
640,Muttiah Muralitharan,4.0,25,3,8.0,DC,M. Chinnaswamy Stadium,07 April 2012,
641,Muttiah Muralitharan,4.0,21,3,8.0,CSK,Chidambaram,12 April 2012,
642,Shaun Tait,4.0,13,3,8.0,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,
643,Shahbaz Nadeem,4.0,16,3,8.0,DEC,Arun Jaitley Stadium,19 April 2012,
644,Dale Steyn,4.0,8,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,
645,Lasith Malinga,4.0,27,3,8.0,DEC,ACA-VDCA Stadium,09 April 2012,
646,Parvinder Awana,4.0,39,3,8.0,MI,IS Bindra Stadium,25 April 2012,
647,Vinay Kumar,4.0,32,3,8.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,
648,Umesh Yadav,4.0,21,3,8.0,PBKS,Arun Jaitley Stadium,15 May 2012,
649,Ashish Reddy,4.0,25,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,
650,Morne Morkel,4.0,50,3,8.0,PWI,Arun Jaitley Stadium,21 April 2012,
651,Azhar Mahmood,4.0,25,3,8.0,CSK,Chidambaram,28 April 2012,
652,Lasith Malinga,4.0,25,3,8.0,CSK,Wankhede Stadium,06 May 2012,
653,Dhawal Kulkarni,4.0,18,3,8.0,RR,Sawai Mansingh Stadium,20 May 2012,
654,Marchant de Lange,4.0,34,3,8.0,PWI,Eden Gardens,05 May 2012,
655,Umesh Yadav,4.0,19,3,8.0,PBKS,HPCA Stadium,19 May 2012,
656,Parvinder Awana,4.0,22,3,8.0,DC,Arun Jaitley Stadium,15 May 2012,
657,Dhawal Kulkarni,4.0,46,3,8.0,CSK,M. Chinnaswamy Stadium,23 May 2012,
658,Vinay Kumar,4.0,22,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,
659,Alfonso Thomas,4.0,22,3,8.0,DC,Arun Jaitley Stadium,21 April 2012,
660,RP Singh,4.0,28,3,8.0,CSK,Wankhede Stadium,06 May 2012,
661,Dale Steyn,4.0,12,3,8.0,MI,ACA-VDCA Stadium,09 April 2012,
662,Ben Hilfenhaus,4.0,27,3,8.0,DC,Chidambaram,12 May 2012,
663,Zaheer Khan,4.0,38,3,8.0,DC,Arun Jaitley Stadium,17 May 2012,
664,Doug Bracewell,4.0,32,3,8.0,RCB,M. Chinnaswamy Stadium,07 April 2012,
665,James Franklin,3.0,18,2,9.0,DEC,Wankhede Stadium,29 April 2012,
666,Shakib Al Hasan,3.0,21,2,9.0,RCB,M. Chinnaswamy Stadium,10 April 2012,
667,Rahul Sharma,3.0,16,2,9.0,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012,
668,Dwayne Bravo,3.0,10,2,9.0,MI,M. Chinnaswamy Stadium,23 May 2012,
669,Veer Pratap Singh,3.0,35,2,9.0,CSK,Chidambaram,04 May 2012,
670,Pragyan Ojha,3.0,28,2,9.0,PBKS,Wankhede Stadium,22 April 2012,
671,Ankeet Chavan,3.0,28,2,9.0,PBKS,Sawai Mansingh Stadium,06 April 2012,
672,Roelof van der Merwe,3.0,28,2,9.0,KKR,Eden Gardens,05 April 2012,
673,Shane Watson,3.0,19,2,9.0,PWI,Sawai Mansingh Stadium,13 May 2012,
674,Bhuvneshwar Kumar,3.0,9,2,9.0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012,
675,Harmeet Singh Bansal,3.0,23,2,9.0,PWI,IS Bindra Stadium,12 April 2012,
676,Dwayne Bravo,3.0,18,2,9.0,PBKS,HPCA Stadium,17 May 2012,
677,Murali Kartik,3.0,14,2,9.0,MI,Wankhede Stadium,06 April 2012,
678,Ajit Agarkar,3.2,27,2,10.0,MI,Wankhede Stadium,16 April 2012,
679,Azhar Mahmood,3.2,23,2,10.0,DC,HPCA Stadium,19 May 2012,
680,Ravichandran Ashwin,3.4,22,2,11.0,KKR,Chidambaram,30 April 2012,
681,Lasith Malinga,3.5,16,2,11.5,CSK,Chidambaram,04 April 2012,
682,Amit Singh,3.5,43,2,11.5,RCB,M. Chinnaswamy Stadium,15 April 2012,
683,Azhar Mahmood,3.5,23,2,11.5,MI,IS Bindra Stadium,25 April 2012,
684,Piyush Chawla,4.0,19,2,12.0,KKR,IS Bindra Stadium,18 April 2012,
685,Lasith Malinga,4.0,31,2,12.0,DC,Arun Jaitley Stadium,27 April 2012,
686,Johan Botha,4.0,21,2,12.0,PBKS,IS Bindra Stadium,05 May 2012,
687,Azhar Mahmood,4.0,39,2,12.0,DEC,IS Bindra Stadium,13 May 2012,
688,Zaheer Khan,4.0,30,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,
689,Rahul Sharma,4.0,34,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,08 April 2012,
690,Shahbaz Nadeem,4.0,16,2,12.0,MI,Wankhede Stadium,16 April 2012,
691,Lasith Malinga,4.0,25,2,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,
692,Ben Hilfenhaus,4.0,8,2,12.0,RR,Sawai Mansingh Stadium,10 May 2012,
693,Sourav Ganguly,4.0,27,2,12.0,DC,Arun Jaitley Stadium,21 April 2012,
694,Dwayne Bravo,4.0,27,2,12.0,KKR,Chidambaram,30 April 2012,
695,Parvinder Awana,4.0,27,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,
696,Azhar Mahmood,4.0,28,2,12.0,CSK,HPCA Stadium,17 May 2012,
697,Lasith Malinga,4.0,13,2,12.0,RR,Wankhede Stadium,11 April 2012,
698,Ben Hilfenhaus,4.0,34,2,12.0,MI,Wankhede Stadium,06 May 2012,
699,Shadab Jakati,4.0,26,2,12.0,KKR,Eden Gardens,14 May 2012,
700,Jacques Kallis,4.0,24,2,12.0,DC,Maharashtra Cricket Association's International Stadium,22 May 2012,
701,Zaheer Khan,4.0,31,2,12.0,KKR,M. Chinnaswamy Stadium,10 April 2012,
702,Ashish Reddy,4.0,32,2,12.0,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012,
703,Angelo Mathews,4.0,17,2,12.0,KKR,Eden Gardens,05 May 2012,
704,Shakib Al Hasan,4.0,18,2,12.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,
705,Amit Singh,4.0,30,2,12.0,KKR,Sawai Mansingh Stadium,08 April 2012,
706,Sunil Narine,4.0,26,2,12.0,DEC,Barabati Stadium,22 April 2012,
707,Andrew McDonald,4.0,25,2,12.0,PBKS,M. Chinnaswamy Stadium,02 May 2012,
708,Varun Aaron,4.0,30,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,
709,Dale Steyn,4.0,16,2,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012,
710,Morne Morkel,4.0,30,2,12.0,RCB,M. Chinnaswamy Stadium,07 April 2012,
711,Umesh Yadav,4.0,30,2,12.0,KKR,Arun Jaitley Stadium,07 May 2012,
712,Shane Watson,4.0,22,2,12.0,PBKS,IS Bindra Stadium,05 May 2012,
713,Dan Christian,4.0,31,2,12.0,PBKS,IS Bindra Stadium,13 May 2012,
714,Amit Mishra,4.0,26,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,
715,Morne Morkel,4.0,22,2,12.0,MI,Wankhede Stadium,16 April 2012,
716,Harshal Patel,4.0,32,2,12.0,RR,Sawai Mansingh Stadium,23 April 2012,
717,Harbhajan Singh,4.0,18,2,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,
718,Muttiah Muralitharan,4.0,16,2,12.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,
719,Ryan Harris,4.0,19,2,12.0,DC,HPCA Stadium,19 May 2012,
720,Praveen Kumar,4.0,36,2,12.0,MI,Wankhede Stadium,22 April 2012,
721,Praveen Kumar,4.0,18,2,12.0,CSK,HPCA Stadium,17 May 2012,
722,James Faulkner,4.0,41,2,12.0,RR,Sawai Mansingh Stadium,06 April 2012,
723,Jacques Kallis,4.0,31,2,12.0,RCB,Eden Gardens,28 April 2012,
724,Varun Aaron,4.0,19,2,12.0,PBKS,Arun Jaitley Stadium,15 May 2012,
725,Pragyan Ojha,4.0,17,2,12.0,CSK,Chidambaram,04 April 2012,
726,Vinay Kumar,4.0,18,2,12.0,KKR,M. Chinnaswamy Stadium,10 April 2012,
727,Vinay Kumar,4.0,34,2,12.0,PWI,M. Chinnaswamy Stadium,17 April 2012,
728,Irfan Pathan,4.0,46,2,12.0,MI,Arun Jaitley Stadium,27 April 2012,
729,Piyush Chawla,4.0,38,2,12.0,RR,IS Bindra Stadium,05 May 2012,
730,Pankaj Singh,4.0,18,2,12.0,RCB,M. Chinnaswamy Stadium,15 April 2012,
731,Lakshmipathy Balaji,4.0,22,2,12.0,DEC,Barabati Stadium,22 April 2012,
732,Pankaj Singh,4.0,34,2,12.0,CSK,Sawai Mansingh Stadium,10 May 2012,
733,Amit Mishra,4.0,20,2,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012,
734,Kevon Cooper,4.0,23,2,12.0,CSK,Chidambaram,21 April 2012,
735,Harbhajan Singh,4.0,13,2,12.0,DEC,Wankhede Stadium,29 April 2012,
736,Jacques Kallis,4.0,32,2,12.0,MI,Wankhede Stadium,16 May 2012,
737,Varun Aaron,4.0,63,2,12.0,CSK,Chidambaram,25 May 2012,
738,Lasith Malinga,4.0,16,2,12.0,PWI,Wankhede Stadium,06 April 2012,
739,Morne Morkel,4.0,19,2,12.0,CSK,Arun Jaitley Stadium,10 April 2012,
740,Dwayne Bravo,4.0,28,2,12.0,PBKS,Chidambaram,28 April 2012,
741,Dwayne Bravo,4.0,39,2,12.0,MI,Wankhede Stadium,06 May 2012,
742,Dale Steyn,4.0,26,2,12.0,PBKS,IS Bindra Stadium,13 May 2012,
743,Parvinder Awana,4.0,23,2,12.0,MI,Wankhede Stadium,22 April 2012,
744,Jacques Kallis,4.0,21,2,12.0,CSK,Chidambaram,30 April 2012,
745,Muttiah Muralitharan,4.0,24,2,12.0,MI,Wankhede Stadium,09 May 2012,
746,Parvinder Awana,4.0,12,2,12.0,CSK,HPCA Stadium,17 May 2012,
747,Dwayne Bravo,4.0,28,2,12.0,PWI,Chidambaram,19 April 2012,
748,Vinay Kumar,4.0,31,2,12.0,KKR,Eden Gardens,28 April 2012,
749,Zaheer Khan,2.0,17,4,3.0,CSK,M. Chinnaswamy Stadium,18 May 2013,
750,Chris Gayle,1.0,5,2,3.0,PWI,M. Chinnaswamy Stadium,23 April 2013,
751,Kieron Pollard,1.0,6,2,3.0,RR,Eden Gardens,24 May 2013,
752,Pragyan Ojha,2.2,11,3,4.66,CSK,Wankhede Stadium,05 May 2013,
753,James Faulkner,4.0,16,5,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013,
754,Jaydev Unadkat,4.0,25,5,4.8,DC,Arun Jaitley Stadium,10 May 2013,
755,James Faulkner,4.0,20,5,4.8,SRH,Sawai Mansingh Stadium,27 April 2013,
756,Sunil Narine,4.0,13,4,6.0,DC,Eden Gardens,03 April 2013,
757,Dwayne Bravo,4.0,42,4,6.0,MI,Eden Gardens,26 May 2013,
758,Amit Mishra,4.0,19,4,6.0,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013,
759,Umesh Yadav,4.0,24,4,6.0,RR,Arun Jaitley Stadium,06 April 2013,
760,Sunil Narine,4.0,22,4,6.0,RCB,JSCA Stadium,12 May 2013,
761,Darren Sammy,4.0,22,4,6.0,PBKS,IS Bindra Stadium,11 May 2013,
762,Angelo Mathews,3.0,14,3,6.0,DC,Maharashtra Cricket Association's International Stadium,19 May 2013,
763,Mitchell Johnson,3.0,27,3,6.0,CSK,Wankhede Stadium,05 May 2013,
764,Dwayne Bravo,3.0,9,3,6.0,MI,Arun Jaitley Stadium,21 May 2013,
765,Mohit Sharma,3.0,10,3,6.0,DC,Arun Jaitley Stadium,18 April 2013,
766,Mitchell Marsh,2.0,7,2,6.0,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013,
767,Ajit Chandila,2.0,6,2,6.0,MI,Sawai Mansingh Stadium,17 April 2013,
768,Dwayne Smith,2.0,20,2,6.0,RCB,Wankhede Stadium,27 April 2013,
769,Shane Watson,2.0,11,2,6.0,RCB,M. Chinnaswamy Stadium,20 April 2013,
770,James Faulkner,3.2,16,3,6.66,MI,Sawai Mansingh Stadium,17 April 2013,
771,Lakshmipathy Balaji,3.3,19,3,7.0,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013,
772,Iqbal Abdulla,3.5,29,3,7.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013,
773,Dale Steyn,3.5,11,3,7.66,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013,
774,Wayne Parnell,3.5,27,3,7.66,RR,Sawai Mansingh Stadium,05 May 2013,
775,Sandeep Sharma,4.0,21,3,8.0,SRH,IS Bindra Stadium,11 May 2013,
776,Vinay Kumar,4.0,27,3,8.0,MI,M. Chinnaswamy Stadium,04 April 2013,
777,Harbhajan Singh,4.0,27,3,8.0,KKR,Wankhede Stadium,07 May 2013,
778,Albie Morkel,4.0,32,3,8.0,DC,Chidambaram,14 May 2013,
779,Harbhajan Singh,4.0,23,3,8.0,RR,Eden Gardens,24 May 2013,
780,Ravindra Jadeja,4.0,20,3,8.0,KKR,Eden Gardens,20 April 2013,
781,Amit Mishra,4.0,26,3,8.0,CSK,Chidambaram,25 April 2013,
782,Ravindra Jadeja,4.0,29,3,8.0,MI,Wankhede Stadium,05 May 2013,
783,Azhar Mahmood,4.0,21,3,8.0,KKR,IS Bindra Stadium,16 April 2013,
784,Kevon Cooper,4.0,15,3,8.0,KKR,Sawai Mansingh Stadium,08 April 2013,
785,Vinay Kumar,4.0,18,3,8.0,RR,M. Chinnaswamy Stadium,20 April 2013,
786,Chris Morris,4.0,40,3,8.0,RCB,Chidambaram,13 April 2013,
787,Jasprit Bumrah,4.0,32,3,8.0,RCB,M. Chinnaswamy Stadium,04 April 2013,
788,Thisara Perera,4.0,20,3,8.0,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013,
789,Bhuvneshwar Kumar,4.0,25,3,8.0,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013,
790,Ishant Sharma,4.0,27,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013,
791,Ashok Dinda,4.0,31,3,8.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013,
792,Azhar Mahmood,4.0,35,3,8.0,KKR,Eden Gardens,26 April 2013,
793,Lasith Malinga,4.0,39,3,8.0,PBKS,HPCA Stadium,18 May 2013,
794,Harmeet Singh Bansal,4.0,24,3,8.0,DC,Arun Jaitley Stadium,23 April 2013,
795,Siddharth Trivedi,4.0,23,3,8.0,KKR,Sawai Mansingh Stadium,08 April 2013,
796,Harbhajan Singh,4.0,14,3,8.0,PBKS,Wankhede Stadium,29 April 2013,
797,Sunil Narine,4.0,17,3,8.0,MI,Eden Gardens,24 April 2013,
798,Vinay Kumar,4.0,31,3,8.0,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013,
799,Munaf Patel,4.0,29,3,8.0,CSK,Chidambaram,06 April 2013,
800,Ravi Rampaul,4.0,31,3,8.0,CSK,Chidambaram,13 April 2013,
801,Dhawal Kulkarni,4.0,19,3,8.0,RCB,Wankhede Stadium,27 April 2013,
802,Jacques Kallis,4.0,24,3,8.0,PBKS,IS Bindra Stadium,16 April 2013,
803,Thisara Perera,4.0,45,3,8.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,
804,RP Singh,4.0,13,3,8.0,RR,M. Chinnaswamy Stadium,20 April 2013,
805,Shane Watson,4.0,22,3,8.0,RCB,Sawai Mansingh Stadium,29 April 2013,
806,Kevon Cooper,4.0,30,3,8.0,DC,Arun Jaitley Stadium,06 April 2013,
807,RP Singh,4.0,27,3,8.0,KKR,M. Chinnaswamy Stadium,11 April 2013,
808,Sandeep Sharma,4.0,23,3,8.0,DC,HPCA Stadium,16 May 2013,
809,RP Singh,4.0,27,3,8.0,SRH,M. Chinnaswamy Stadium,09 April 2013,
810,James Faulkner,4.0,20,3,8.0,CSK,Chidambaram,22 April 2013,
811,Mohit Sharma,4.0,21,3,8.0,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013,
812,Jacques Kallis,4.0,13,3,8.0,SRH,Eden Gardens,14 April 2013,
813,Ali Murtaza,4.0,15,3,8.0,DC,Maharashtra Cricket Association's International Stadium,19 May 2013,
814,Amit Mishra,4.0,19,3,8.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013,
815,Bhuvneshwar Kumar,4.0,18,3,8.0,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013,
816,Dwayne Bravo,4.0,27,3,8.0,PBKS,IS Bindra Stadium,10 April 2013,
817,Sunil Narine,4.0,33,3,8.0,PBKS,IS Bindra Stadium,16 April 2013,
818,Dwayne Bravo,4.0,34,3,8.0,PBKS,Chidambaram,02 May 2013,
819,Kevon Cooper,4.0,23,3,8.0,PBKS,IS Bindra Stadium,09 May 2013,
820,Parvinder Awana,4.0,39,3,8.0,RCB,M. Chinnaswamy Stadium,14 May 2013,
821,Ravindra Jadeja,4.0,31,3,8.0,MI,Arun Jaitley Stadium,21 May 2013,
822,Mitchell Johnson,4.0,33,3,8.0,PWI,Wankhede Stadium,13 April 2013,
823,Pragyan Ojha,3.0,22,2,9.0,PBKS,Wankhede Stadium,29 April 2013,
824,Karn Sharma,3.0,19,2,9.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013,
825,Murali Kartik,3.0,24,2,9.0,PBKS,IS Bindra Stadium,06 May 2013,
826,Johan Botha,3.0,11,2,9.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013,
827,Albie Morkel,3.0,12,2,9.0,MI,Eden Gardens,26 May 2013,
828,Syed Mohammad,3.0,15,2,9.0,CSK,Chidambaram,13 April 2013,
829,Thisara Perera,3.0,25,2,9.0,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013,
830,Moises Henriques,3.0,14,2,9.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013,
831,Karn Sharma,3.0,22,2,9.0,MI,Wankhede Stadium,13 May 2013,
832,Stuart Binny,3.0,14,2,9.0,MI,Sawai Mansingh Stadium,17 April 2013,
833,Vikramjeet Malik,3.0,14,2,9.0,SRH,Arun Jaitley Stadium,22 May 2013,
834,Darren Sammy,3.0,10,2,9.0,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013,
835,Harbhajan Singh,3.0,14,2,9.0,CSK,Eden Gardens,26 May 2013,
836,Kevon Cooper,3.0,33,2,9.0,PBKS,Sawai Mansingh Stadium,14 April 2013,
