,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
361,Zaheer Khan,16,5,320.0,2,1,RCB,Brabourne Stadium,20 March 2010
362,Michael Lumb,16,6,266.66,4,0,DEC,Narendra Modi Stadium,26 March 2010
363,David Warner,16,5,320.0,2,1,MI,Brabourne Stadium,13 April 2010
364,Dinesh Karthik,16,5,320.0,2,1,DEC,Barabati Stadium,21 March 2010
365,Michael Lumb,16,5,320.0,4,0,PBKS,Sawai Mansingh Stadium,07 April 2010
366,Kieron Pollard,15,6,250.0,1,1,RCB,DY Patil Stadium,21 April 2010
367,Suresh Raina,15,5,300.0,1,1,MI,DY Patil Stadium,25 April 2010
368,Andrew Symonds,15,5,300.0,2,1,PBKS,Barabati Stadium,19 March 2010
369,Irfan Pathan,15,5,300.0,1,1,CSK,HPCA Stadium,18 April 2010
370,Yusuf Pathan,15,6,250.0,2,1,DEC,Narendra Modi Stadium,26 March 2010
371,Paul Collingwood,15,5,300.0,0,2,KKR,Arun Jaitley Stadium,29 March 2010
372,David Warner,15,5,300.0,2,1,KKR,Arun Jaitley Stadium,29 March 2010
373,Gautam Gambhir,15,5,300.0,2,1,KKR,Eden Gardens,07 April 2010
374,MS Dhoni,15,5,300.0,2,1,KKR,Eden Gardens,16 March 2010
375,Sourav Ganguly,15,6,250.0,1,1,PBKS,Eden Gardens,04 April 2010
376,Dinesh Karthik,15,4,375.0,0,2,RR,Arun Jaitley Stadium,31 March 2010
377,Gautam Gambhir,15,5,300.0,2,0,PBKS,IS Bindra Stadium,13 March 2010
378,Adam Gilchrist,15,5,300.0,2,1,RR,Vidarbha Cricket Association Stadium,05 April 2010
379,Manvinder Bisla,15,6,250.0,2,1,RCB,M. Chinnaswamy Stadium,16 March 2010
380,Mahela Jayawardena,15,5,300.0,3,0,KKR,Eden Gardens,04 April 2010
381,Rahul Dravid,15,6,250.0,3,0,KKR,M. Chinnaswamy Stadium,10 April 2010
382,Robin Uthappa,14,4,350.0,2,1,KKR,M. Chinnaswamy Stadium,10 April 2010
383,Naman Ojha,14,5,280.0,3,0,CSK,Chidambaram,03 April 2010
384,Abhishek Raut,14,5,280.0,1,1,RCB,Sawai Mansingh Stadium,14 April 2010
385,Rahul Dravid,14,4,350.0,0,2,KKR,M. Chinnaswamy Stadium,10 April 2010
386,Virender Sehwag,14,6,233.33,2,1,RCB,Arun Jaitley Stadium,04 April 2010
387,Suresh Raina,14,4,350.0,3,0,KKR,Chidambaram,13 April 2010
388,Murali Vijay,14,5,280.0,2,1,RR,Chidambaram,03 April 2010
389,Adam Gilchrist,14,6,233.33,2,1,CSK,Chidambaram,14 March 2010
390,Yuvraj Singh,14,4,350.0,0,2,KKR,Eden Gardens,04 April 2010
391,Chris Gayle,14,4,350.0,0,2,PBKS,Eden Gardens,04 April 2010
392,Mahela Jayawardena,14,4,350.0,2,1,KKR,Eden Gardens,04 April 2010
393,Ambati Rayudu,14,4,350.0,2,1,RR,Brabourne Stadium,13 March 2010
394,Naman Ojha,14,5,280.0,2,1,DC,Narendra Modi Stadium,15 March 2010
395,Chris Gayle,14,4,350.0,2,1,MI,Brabourne Stadium,22 March 2010
396,Manoj Tiwary,14,4,350.0,2,1,RCB,Eden Gardens,14 March 2010
397,Kumar Sangakkara,14,5,280.0,3,0,RR,IS Bindra Stadium,24 March 2010
398,Adam Voges,14,5,280.0,0,2,KKR,Narendra Modi Stadium,20 March 2010
399,Kieron Pollard,14,6,233.33,2,0,DEC,Brabourne Stadium,03 April 2010
400,Murali Vijay,14,4,350.0,0,2,RCB,Chidambaram,31 March 2010
401,Yusuf Pathan,14,5,280.0,0,2,DC,Arun Jaitley Stadium,31 March 2010
402,Michael Lumb,14,6,233.33,3,0,CSK,Chidambaram,03 April 2010
403,Herschelle Gibbs,14,6,233.33,2,1,DC,Barabati Stadium,21 March 2010
404,Chris Gayle,14,3,466.66,2,1,RCB,M. Chinnaswamy Stadium,10 April 2010
405,Mohnish Mishra,14,5,280.0,2,1,CSK,Vidarbha Cricket Association Stadium,10 April 2010
406,Ambati Rayudu,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,17 April 2010
407,Rohit Sharma,14,5,280.0,3,0,RR,Vidarbha Cricket Association Stadium,05 April 2010
408,Adam Gilchrist,14,4,350.0,2,1,RCB,M. Chinnaswamy Stadium,08 April 2010
409,Saurabh Tiwary,14,6,233.33,0,2,DEC,Brabourne Stadium,03 April 2010
410,Rohit Sharma,14,5,280.0,1,1,MI,DY Patil Stadium,28 March 2010
411,Virender Sehwag,14,5,280.0,1,1,CSK,Arun Jaitley Stadium,19 March 2010
412,Chris Gayle,14,5,280.0,2,1,DC,Eden Gardens,07 April 2010
413,Yusuf Pathan,14,4,350.0,0,2,DEC,Narendra Modi Stadium,26 March 2010
414,Graeme Smith,14,6,233.33,3,0,MI,Brabourne Stadium,13 March 2010
415,Chris Gayle,14,7,200.0,3,0,PBKS,IS Bindra Stadium,27 March 2010
416,Shikhar Dhawan,13,6,216.66,0,2,CSK,Brabourne Stadium,25 March 2010
417,Harbhajan Singh,13,5,260.0,0,2,CSK,Chidambaram,06 April 2010
418,Faiz Fazal,13,6,216.66,3,0,KKR,Narendra Modi Stadium,20 March 2010
419,Laxmi Ratan Shukla,13,4,325.0,0,2,CSK,Chidambaram,13 April 2010
420,David Warner,13,6,216.66,0,1,RCB,M. Chinnaswamy Stadium,25 March 2010
421,Murali Vijay,13,5,260.0,1,1,DC,Arun Jaitley Stadium,19 March 2010
422,Matthew Hayden,13,5,260.0,1,1,RR,Chidambaram,03 April 2010
423,Murali Vijay,13,4,325.0,0,2,RR,Chidambaram,03 April 2010
424,Andrew Symonds,13,6,216.66,3,0,RR,Narendra Modi Stadium,26 March 2010
425,Andrew Symonds,13,4,325.0,1,1,RCB,M. Chinnaswamy Stadium,08 April 2010
426,Jacques Kallis,13,4,325.0,1,1,KKR,Eden Gardens,14 March 2010
427,Dinesh Karthik,13,5,260.0,3,0,RR,Arun Jaitley Stadium,31 March 2010
428,Murali Vijay,13,6,216.66,1,1,DEC,DY Patil Stadium,22 April 2010
429,Mohnish Mishra,13,5,260.0,1,1,DC,Arun Jaitley Stadium,18 April 2010
430,Rohit Sharma,13,4,325.0,3,0,RCB,Vidarbha Cricket Association Stadium,12 April 2010
431,Rajat Bhatia,13,3,433.33,0,2,CSK,Arun Jaitley Stadium,19 March 2010
432,Rohit Sharma,13,5,260.0,0,2,DC,Barabati Stadium,21 March 2010
433,Shane Watson,13,5,260.0,1,1,KKR,Eden Gardens,17 April 2010
434,Cheteshwar Pujara,13,4,325.0,0,2,RCB,M. Chinnaswamy Stadium,10 April 2010
435,Virat Kohli,13,5,260.0,1,1,DEC,M. Chinnaswamy Stadium,08 April 2010
436,Sachin Tendulkar,13,6,216.66,0,1,CSK,Brabourne Stadium,25 March 2010
437,Kieron Pollard,13,5,260.0,1,1,DC,Brabourne Stadium,13 April 2010
438,Gautam Gambhir,13,5,260.0,3,0,PBKS,Arun Jaitley Stadium,11 April 2010
439,Andrew Symonds,13,5,260.0,3,0,KKR,Eden Gardens,01 April 2010
440,Ambati Rayudu,13,4,325.0,3,0,PBKS,IS Bindra Stadium,09 April 2010
441,Ravi Bopara,13,4,325.0,3,0,RCB,M. Chinnaswamy Stadium,16 March 2010
442,Shaun Marsh,13,3,433.33,0,2,CSK,HPCA Stadium,18 April 2010
443,Irfan Pathan,13,4,325.0,1,1,DEC,Barabati Stadium,19 March 2010
444,Yusuf Pathan,13,4,325.0,3,0,MI,Brabourne Stadium,13 March 2010
445,Andrew Symonds,13,5,260.0,0,2,DC,Arun Jaitley Stadium,18 April 2010
446,JP Duminy,13,4,325.0,3,0,DC,Brabourne Stadium,13 April 2010
447,Saurabh Tiwary,13,5,260.0,3,0,KKR,Brabourne Stadium,22 March 2010
448,Ryan Harris,13,4,325.0,1,1,CSK,DY Patil Stadium,22 April 2010
449,Sanath Jayasuriya,13,6,216.66,3,0,RR,Brabourne Stadium,13 March 2010
450,Chris Gayle,36,7,514.28,3,4,KTK,M. Chinnaswamy Stadium,08 May 2011
451,Shaun Marsh,30,6,500.0,3,3,RCB,HPCA Stadium,17 May 2011
452,Yuvraj Singh,24,5,480.0,1,3,DC,DY Patil Stadium,17 April 2011
453,Shaun Marsh,24,5,480.0,1,3,DC,HPCA Stadium,15 May 2011
454,Paul Valthaty,24,7,342.85,3,2,RR,IS Bindra Stadium,21 April 2011
455,Rohit Sharma,23,5,460.0,1,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
456,Virender Sehwag,23,6,383.33,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
457,MS Dhoni,22,6,366.66,2,2,PBKS,IS Bindra Stadium,13 April 2011
458,Paul Valthaty,22,6,366.66,4,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
459,Brad Hodge,21,5,420.0,2,2,KKR,Jawaharlal Nehru Stadium,05 May 2011
460,Chris Gayle,21,5,420.0,2,2,PBKS,M. Chinnaswamy Stadium,06 May 2011
461,Aiden Blizzard,20,6,333.33,5,0,DC,Wankhede Stadium,07 May 2011
462,Virender Sehwag,20,6,333.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
463,Chris Gayle,20,6,333.33,2,2,PWI,M. Chinnaswamy Stadium,29 April 2011
464,Adam Gilchrist,20,5,400.0,0,3,RCB,HPCA Stadium,17 May 2011
465,Chris Gayle,20,6,333.33,3,1,MI,Chidambaram,27 May 2011
466,Shaun Marsh,20,4,500.0,0,3,RR,IS Bindra Stadium,21 April 2011
467,Brendon McCullum,20,5,400.0,2,2,DC,Arun Jaitley Stadium,02 May 2011
468,Yuvraj Singh,20,4,500.0,2,2,PBKS,IS Bindra Stadium,08 May 2011
469,Tillakaratne Dilshan,20,6,333.33,3,1,KTK,M. Chinnaswamy Stadium,08 May 2011
470,Albie Morkel,19,6,316.66,0,3,DEC,Chidambaram,01 May 2011
471,Virat Kohli,19,5,380.0,1,2,CSK,Wankhede Stadium,24 May 2011
472,AB de Villiers,19,4,475.0,0,3,KTK,Jawaharlal Nehru Stadium,09 April 2011
473,Shane Watson,18,6,300.0,0,3,KTK,Holkar Cricket Stadium,15 May 2011
474,Chris Gayle,18,4,450.0,1,2,KKR,M. Chinnaswamy Stadium,14 May 2011
475,Paul Valthaty,18,6,300.0,1,2,DC,HPCA Stadium,15 May 2011
476,Johan Botha,18,5,360.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
477,Virender Sehwag,18,4,450.0,0,3,PBKS,Arun Jaitley Stadium,23 April 2011
478,Yuvraj Singh,18,5,360.0,1,2,RCB,M. Chinnaswamy Stadium,29 April 2011
479,Brendon McCullum,18,5,360.0,0,3,RR,Holkar Cricket Stadium,15 May 2011
480,Sunny Sohal,18,5,360.0,3,1,CSK,Chidambaram,01 May 2011
481,Gautam Gambhir,18,6,300.0,4,0,RR,Sawai Mansingh Stadium,15 April 2011
482,Brad Hodge,17,4,425.0,1,2,CSK,Chidambaram,18 May 2011
483,Paul Valthaty,17,6,283.33,3,0,CSK,IS Bindra Stadium,13 April 2011
484,Dwaraka Ravi Teja,17,4,425.0,1,2,PBKS,HPCA Stadium,21 May 2011
485,MS Dhoni,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,22 May 2011
486,MS Dhoni,17,5,340.0,2,1,RR,Sawai Mansingh Stadium,09 May 2011
487,James Franklin,17,5,340.0,4,0,KKR,Eden Gardens,22 May 2011
488,Ravindra Jadeja,17,4,425.0,1,2,MI,Wankhede Stadium,15 April 2011
489,Sachin Tendulkar,17,5,340.0,1,2,KTK,Wankhede Stadium,15 April 2011
490,David Warner,17,6,283.33,2,1,RR,Sawai Mansingh Stadium,12 April 2011
491,Sachin Tendulkar,16,5,320.0,4,0,KKR,Wankhede Stadium,25 May 2011
492,Chris Gayle,16,6,266.66,4,0,KKR,M. Chinnaswamy Stadium,14 May 2011
493,Suresh Raina,16,4,400.0,1,2,KTK,Chidambaram,18 May 2011
494,Adam Gilchrist,16,6,266.66,4,0,DC,Arun Jaitley Stadium,23 April 2011
495,Suresh Raina,16,5,320.0,2,1,RCB,Chidambaram,16 April 2011
496,Naman Ojha,16,6,266.66,1,2,PBKS,HPCA Stadium,15 May 2011
497,MS Dhoni,16,5,320.0,0,2,DC,Chidambaram,12 May 2011
498,Kieron Pollard,16,5,320.0,2,1,PWI,DY Patil Stadium,04 May 2011
499,Luke Pomersbach,16,6,266.66,2,1,CSK,Wankhede Stadium,24 May 2011
500,Virat Kohli,16,6,266.66,4,0,DC,Arun Jaitley Stadium,26 April 2011
501,Mohnish Mishra,16,5,320.0,1,2,KTK,DY Patil Stadium,13 April 2011
502,David Warner,16,5,320.0,1,2,PWI,DY Patil Stadium,17 April 2011
503,Shane Watson,16,6,266.66,0,2,KTK,Sawai Mansingh Stadium,24 April 2011
504,Subramaniam Badrinath,16,6,266.66,1,1,MI,Wankhede Stadium,22 April 2011
505,Chris Gayle,16,5,320.0,2,1,KKR,Eden Gardens,22 April 2011
506,Amit Mishra,16,4,400.0,4,0,MI,Wankhede Stadium,14 May 2011
507,Ross Taylor,16,5,320.0,2,1,PWI,Sawai Mansingh Stadium,01 May 2011
508,Andrew Symonds,16,6,266.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
509,Chris Gayle,16,5,320.0,1,2,PWI,M. Chinnaswamy Stadium,29 April 2011
510,Shakib Al Hasan,15,6,250.0,3,0,MI,Wankhede Stadium,25 May 2011
511,Suresh Raina,15,4,375.0,0,2,RCB,Wankhede Stadium,24 May 2011
512,Subramaniam Badrinath,15,5,300.0,2,1,PWI,DY Patil Stadium,27 April 2011
513,Robin Uthappa,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,29 April 2011
514,Shaun Marsh,15,5,300.0,2,1,DC,Arun Jaitley Stadium,23 April 2011
515,Virender Sehwag,15,5,300.0,3,0,PBKS,Arun Jaitley Stadium,23 April 2011
516,Virender Sehwag,15,5,300.0,1,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
517,Virat Kohli,15,5,300.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
518,Virender Sehwag,15,5,300.0,2,1,KTK,Jawaharlal Nehru Stadium,30 April 2011
519,Paul Valthaty,15,4,375.0,2,1,CSK,IS Bindra Stadium,13 April 2011
520,Rohit Sharma,15,4,375.0,0,2,CSK,Wankhede Stadium,22 April 2011
521,Travis Birt,15,5,300.0,2,1,KTK,Jawaharlal Nehru Stadium,30 April 2011
522,Aaron Finch,15,4,375.0,0,2,PWI,DY Patil Stadium,17 April 2011
523,AB de Villiers,15,5,300.0,1,1,CSK,Chidambaram,16 April 2011
524,Murali Vijay,15,4,375.0,0,2,RCB,Chidambaram,28 May 2011
525,Yusuf Pathan,15,4,375.0,2,1,RCB,Eden Gardens,22 April 2011
526,MS Dhoni,15,4,375.0,0,2,RCB,Chidambaram,28 May 2011
527,Adam Gilchrist,15,5,300.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
528,Yuvraj Singh,15,6,250.0,0,2,CSK,DY Patil Stadium,27 April 2011
529,Brendon McCullum,15,4,375.0,2,1,RCB,Jawaharlal Nehru Stadium,09 April 2011
530,Tirumalasetti Suman,15,5,300.0,2,1,PWI,DY Patil Stadium,04 May 2011
531,Kumar Sangakkara,15,5,300.0,2,1,DC,Arun Jaitley Stadium,19 April 2011
532,Brendon McCullum,15,6,250.0,2,1,KKR,Eden Gardens,20 April 2011
533,Venugopal Rao,14,4,350.0,0,2,RR,Sawai Mansingh Stadium,12 April 2011
534,Suresh Raina,14,6,233.33,0,2,PWI,DY Patil Stadium,27 April 2011
535,Bharat Chipli,14,4,350.0,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
536,Brad Hodge,14,5,280.0,2,1,RR,Holkar Cricket Stadium,15 May 2011
537,Jesse Ryder,14,6,233.33,0,2,DC,DY Patil Stadium,17 April 2011
538,Amit Mishra,14,5,280.0,3,0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
539,Chris Gayle,14,6,233.33,2,1,KKR,Eden Gardens,22 April 2011
540,Adam Gilchrist,14,5,280.0,0,2,RCB,HPCA Stadium,17 May 2011
541,Ambati Rayudu,14,4,350.0,2,1,PBKS,Wankhede Stadium,02 May 2011
542,Jesse Ryder,14,6,233.33,1,1,DC,DY Patil Stadium,17 April 2011
543,Michael Hussey,14,5,280.0,2,0,RCB,Chidambaram,16 April 2011
544,Jesse Ryder,14,6,233.33,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011
545,Manoj Tiwary,14,4,350.0,1,1,DC,Arun Jaitley Stadium,28 April 2011
546,Shane Watson,14,5,280.0,2,1,MI,Wankhede Stadium,20 May 2011
547,Davy Jacobs,14,5,280.0,2,1,RCB,M. Chinnaswamy Stadium,12 April 2011
548,Murali Vijay,14,6,233.33,3,0,KTK,Chidambaram,18 May 2011
549,Asad Pathan,14,4,350.0,2,1,CSK,Chidambaram,16 April 2011
550,Virender Sehwag,14,5,280.0,3,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
551,Murali Vijay,14,4,350.0,2,1,RCB,Chidambaram,16 April 2011
552,Paul Valthaty,14,6,233.33,0,2,DC,Arun Jaitley Stadium,23 April 2011
553,Manoj Tiwary,14,4,350.0,2,1,RR,Eden Gardens,17 April 2011
554,Manish Pandey,14,6,233.33,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011
555,Rahul Dravid,14,6,233.33,2,1,DC,Sawai Mansingh Stadium,12 April 2011
556,Praveen Kumar,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,06 May 2011
557,Paul Valthaty,14,4,350.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
558,Eoin Morgan,14,6,233.33,1,1,KTK,Jawaharlal Nehru Stadium,05 May 2011
559,Irfan Pathan,14,5,280.0,2,0,CSK,Chidambaram,12 May 2011
560,Bharat Chipli,14,5,280.0,3,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
561,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,22 April 2011
562,Saurabh Tiwary,13,5,260.0,0,2,CSK,Chidambaram,28 May 2011
563,Brendon McCullum,13,4,325.0,0,2,PBKS,Holkar Cricket Stadium,13 May 2011
564,JP Duminy,13,5,260.0,1,1,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
565,Eoin Morgan,13,4,325.0,3,0,PBKS,Eden Gardens,30 April 2011
566,Rohit Sharma,13,4,325.0,1,1,RR,Wankhede Stadium,20 May 2011
567,Chris Gayle,13,3,433.33,0,2,CSK,M. Chinnaswamy Stadium,22 May 2011
568,Paul Valthaty,13,4,325.0,3,0,RCB,M. Chinnaswamy Stadium,06 May 2011
569,Brendon McCullum,13,5,260.0,3,0,MI,Wankhede Stadium,15 April 2011
570,Brendon McCullum,13,6,216.66,3,0,DC,Arun Jaitley Stadium,02 May 2011
571,Ross Taylor,13,5,260.0,0,2,KKR,Sawai Mansingh Stadium,15 April 2011
572,Shane Watson,13,6,216.66,3,0,PBKS,IS Bindra Stadium,21 April 2011
573,Chris Gayle,13,4,325.0,1,1,PBKS,M. Chinnaswamy Stadium,06 May 2011
574,Dinesh Karthik,13,5,260.0,0,2,KTK,Holkar Cricket Stadium,13 May 2011
575,Saurabh Tiwary,13,5,260.0,2,0,KTK,Jawaharlal Nehru Stadium,09 April 2011
576,Morne Morkel,13,4,325.0,1,1,PBKS,HPCA Stadium,15 May 2011
577,Ryan McLaren,13,4,325.0,1,1,PWI,DY Patil Stadium,10 April 2011
578,Jesse Ryder,13,4,325.0,3,0,CSK,DY Patil Stadium,27 April 2011
579,Dinesh Karthik,13,4,325.0,3,0,RR,IS Bindra Stadium,21 April 2011
580,Murali Vijay,13,5,260.0,1,1,PBKS,IS Bindra Stadium,13 April 2011
581,Shane Watson,13,5,260.0,1,1,MI,Wankhede Stadium,20 May 2011
582,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,22 April 2011
583,Chris Gayle,13,3,433.33,0,2,MI,Chidambaram,27 May 2011
584,Suresh Raina,13,3,433.33,0,2,RCB,Wankhede Stadium,24 May 2011
585,Raiphi Gomez,13,5,260.0,2,0,PWI,DY Patil Stadium,13 April 2011
586,Manoj Tiwary,13,5,260.0,0,2,DEC,Eden Gardens,11 April 2011
587,Rohit Sharma,13,4,325.0,3,0,DC,Arun Jaitley Stadium,10 April 2011
588,Subramaniam Badrinath,13,4,325.0,1,1,MI,Wankhede Stadium,22 April 2011
589,Shaun Marsh,13,5,260.0,3,0,KTK,Holkar Cricket Stadium,13 May 2011
590,Kumar Sangakkara,13,5,260.0,3,0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
591,Jesse Ryder,13,4,325.0,3,0,DC,DY Patil Stadium,17 April 2011
592,Brendon McCullum,13,5,260.0,2,0,MI,Wankhede Stadium,15 April 2011
593,Shane Watson,13,5,260.0,3,0,MI,Wankhede Stadium,20 May 2011
594,Chris Gayle,13,4,325.0,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2011
595,Mayank Agarwal,13,5,260.0,1,1,MI,Chidambaram,27 May 2011
596,Srikkanth Anirudha,13,5,260.0,3,0,KKR,Chidambaram,08 April 2011
597,Subramaniam Badrinath,13,4,325.0,1,1,DC,Chidambaram,12 May 2011
598,Subramaniam Badrinath,13,5,260.0,2,0,PBKS,IS Bindra Stadium,13 April 2011
599,Chris Gayle,13,3,433.33,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2011
600,Chris Gayle,30,5,600.0,0,5,PWI,M. Chinnaswamy Stadium,17 April 2012
601,Albie Morkel,28,6,466.66,2,3,RCB,Chidambaram,12 April 2012
602,Chris Gayle,24,5,480.0,0,4,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
603,Chris Gayle,24,6,400.0,3,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
604,Mayank Agarwal,24,6,400.0,2,2,MI,M. Chinnaswamy Stadium,14 May 2012
605,Kumar Sangakkara,24,7,342.85,2,2,PWI,Barabati Stadium,01 May 2012
606,Cameron White,24,5,480.0,1,3,PWI,Barabati Stadium,01 May 2012
607,Ajinkya Rahane,24,6,400.0,6,0,RCB,M. Chinnaswamy Stadium,15 April 2012
608,AB de Villiers,23,6,383.33,2,2,DEC,M. Chinnaswamy Stadium,06 May 2012
609,Dwayne Bravo,23,6,383.33,2,2,DC,Chidambaram,25 May 2012
610,David Warner,23,6,383.33,1,3,PBKS,HPCA Stadium,19 May 2012
611,Dwayne Bravo,22,7,314.28,0,3,DEC,ACA-VDCA Stadium,07 April 2012
612,Chris Gayle,22,5,440.0,1,3,KKR,Eden Gardens,28 April 2012
613,Murali Vijay,22,5,440.0,1,3,MI,Wankhede Stadium,06 May 2012
614,Kieron Pollard,22,6,366.66,2,2,RR,Wankhede Stadium,11 April 2012
615,Adam Gilchrist,21,5,420.0,2,2,CSK,HPCA Stadium,17 May 2012
616,Steve Smith,21,5,420.0,2,2,DC,Arun Jaitley Stadium,21 April 2012
617,Virender Sehwag,21,5,420.0,2,2,MI,Arun Jaitley Stadium,27 April 2012
618,Murali Vijay,21,6,350.0,2,2,DC,Chidambaram,25 May 2012
619,Kevin Pietersen,20,5,400.0,0,3,DEC,Arun Jaitley Stadium,19 April 2012
620,Kevin Pietersen,20,6,333.33,2,2,MI,Arun Jaitley Stadium,27 April 2012
621,David Hussey,20,5,400.0,1,2,DEC,IS Bindra Stadium,13 May 2012
622,David Warner,20,6,333.33,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
623,Chris Gayle,20,6,333.33,0,3,MI,Wankhede Stadium,09 May 2012
624,Stuart Binny,19,5,380.0,3,1,MI,Sawai Mansingh Stadium,20 May 2012
625,Kumar Sangakkara,19,6,316.66,4,0,PWI,Barabati Stadium,01 May 2012
626,Angelo Mathews,19,4,475.0,0,3,KKR,Eden Gardens,05 May 2012
627,JP Duminy,19,5,380.0,0,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
628,Chris Gayle,19,4,475.0,0,3,DC,Arun Jaitley Stadium,17 May 2012
629,Kevin Pietersen,19,5,380.0,0,3,PWI,Arun Jaitley Stadium,21 April 2012
630,Owais Shah,19,5,380.0,1,2,RCB,M. Chinnaswamy Stadium,15 April 2012
631,Chris Gayle,19,5,380.0,0,3,CSK,Chidambaram,12 April 2012
632,Rohit Sharma,19,6,316.66,3,1,KKR,Eden Gardens,12 May 2012
633,Chris Gayle,19,5,380.0,0,3,DC,Arun Jaitley Stadium,17 May 2012
634,JP Duminy,18,6,300.0,1,2,RR,Sawai Mansingh Stadium,17 April 2012
635,AB de Villiers,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,23 April 2012
636,Brett Lee,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,08 April 2012
637,Faf du Plessis,18,6,300.0,3,1,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012
638,Shaun Marsh,18,6,300.0,3,1,RR,IS Bindra Stadium,05 May 2012
639,Andrew McDonald,18,5,360.0,3,1,DC,M. Chinnaswamy Stadium,07 April 2012
640,Cameron White,18,5,360.0,1,2,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012
641,Faf du Plessis,18,6,300.0,1,2,DEC,ACA-VDCA Stadium,07 April 2012
642,Shikhar Dhawan,17,5,340.0,1,2,MI,ACA-VDCA Stadium,09 April 2012
643,MS Dhoni,17,5,340.0,2,1,KKR,Eden Gardens,14 May 2012
644,Faf du Plessis,17,4,425.0,1,2,RCB,Chidambaram,12 April 2012
645,Dan Christian,17,5,340.0,0,2,PBKS,IS Bindra Stadium,13 May 2012
646,Owais Shah,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,15 April 2012
647,Ambati Rayudu,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,14 May 2012
648,Suresh Raina,17,4,425.0,1,2,DEC,Chidambaram,04 May 2012
649,Virender Sehwag,17,4,425.0,1,2,PWI,Arun Jaitley Stadium,21 April 2012
650,James Franklin,17,4,425.0,1,2,PBKS,Wankhede Stadium,22 April 2012
651,AB de Villiers,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,17 April 2012
652,Manvinder Bisla,17,5,340.0,4,0,CSK,Chidambaram,27 May 2012
653,Ravindra Jadeja,17,5,340.0,1,2,DEC,ACA-VDCA Stadium,07 April 2012
654,Brad Hodge,17,6,283.33,1,2,KKR,Sawai Mansingh Stadium,08 April 2012
655,Chris Gayle,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,17 April 2012
656,Cameron White,17,5,340.0,1,2,CSK,Chidambaram,04 May 2012
657,Chris Gayle,17,5,340.0,2,1,PBKS,M. Chinnaswamy Stadium,02 May 2012
658,Mandeep Singh,16,6,266.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012
659,Gurkeerat Mann Singh,16,4,400.0,2,1,DEC,IS Bindra Stadium,13 May 2012
660,Rohit Sharma,16,5,320.0,2,1,KKR,Eden Gardens,12 May 2012
661,Anustup Majumdar,16,6,266.66,0,2,RR,Maharashtra Cricket Association's International Stadium,08 May 2012
662,Virender Sehwag,16,5,320.0,2,1,KKR,Arun Jaitley Stadium,07 May 2012
663,Kevin Pietersen,16,6,266.66,1,2,DEC,Arun Jaitley Stadium,19 April 2012
664,Ajinkya Rahane,16,6,266.66,4,0,PBKS,Sawai Mansingh Stadium,06 April 2012
665,Stuart Binny,16,5,320.0,2,1,CSK,Sawai Mansingh Stadium,10 May 2012
